Matchup,Open,Closing Range Start,Closing Range End,Movement,Event,Date
Paddy Holohan,-165.0,-145.0,-135.0,0.063,UFC Fight Night 72: Bisping vs. Leites,Jul 18 2015
Paddy Holohan,-110.0,150.0,160.0,0.251,UFC Fight Night 76: Holohan vs. Smolka,Oct 24 2015
Paddy Pimblett,-184.0,-163.0,-145.0,-0.109,UFC Fight Night 191,Sep 04 2021
Paddy Pimblett,,,,,UFC Fight Night 205,Mar 19 2022
Paddy Pimblett,-400.0,-333.0,-245.0,-0.284,UFC Fight Night: Blaydes vs. Aspinall,Jul 23 2022
Paddy Pimblett,125.0,-275.0,-242.0,0.4579999999999999,UFC 282,Dec 10 2022
Paddy Pimblett,-380.0,-375.0,-300.0,-0.111,UFC,Dec 17 2023
Paddy Pimblett,160.0,-195.0,-110.0,0.296,UFC,Jul 28 2024
Pannie Kianzad,-215.0,-115.0,-110.0,-0.382,UFC: The Ultimate Fighter 28 Finale: Dos Anjos vs. Usman,Nov 30 2018
Pannie Kianzad,-300.0,-700.0,-420.0,0.237,UFC Fight Night: UFC Fight Night 206,Apr 16 2022
Pannie Kianzad,105.0,190.0,210.0,-0.233,UFC,Mar 16 2024
Papy Abedi,270.0,305.0,305.0,0.016,UFC 138: Leben vs. Munoz,Nov 05 2011
Papy Abedi,-270.0,-185.0,-185.0,-0.148,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14 2012
Papy Abedi,185.0,240.0,285.0,-0.04,UFC Fight Night 27: Condit vs. Kampmann II,Aug 28 2013
Park Hyun-Sung,-345.0,-700.0,-500.0,0.316,UFC,Dec 10 2023
Parker Porter,-165.0,-111.0,110.0,-0.2319999999999999,UFC 252: Miocic vs. Cormier 3,Aug 15 2020
Parker Porter,135.0,195.0,200.0,-0.161,UFC on ESPN 18: Smith vs. Clark,Nov 28 2020
Parker Porter,135.0,150.0,190.0,-0.111,UFC on ESPN: Cannonier vs. Gastelum,Aug 21 2021
Parker Porter,-200.0,-303.0,-250.0,0.1639999999999999,UFC,Feb 19 2022
Parker Porter,250.0,350.0,460.0,-0.128,UFC Fight Night 2010,May 21 2022
Parker Porter,-105.0,-105.0,108.0,-0.031,UFC 284: Makhachev vs. Volkanovski,Feb 12 2023
Parker Porter,148.0,-195.0,-165.0,0.359,UFC Fight Night 225,May 06 2023
Parker Porter,100.0,120.0,136.0,-0.0969999999999999,UFC on ESPN: Holloway vs. The Korean Zombie,Aug 26 2023
Pascal Krauss,-195.0,-230.0,-230.0,0.103,UFC 122: Marquardt vs. Okami,Nov 13 2010
Pascal Krauss,180.0,165.0,170.0,0.075,UFC on FOX 3: Diaz vs. Miller,May 05 2012
Pascal Krauss,-260.0,-280.0,-275.0,-0.018,UFC on FOX 6: Johnson vs. Dodson,Jan 26 2013
Pascal Krauss,-215.0,-255.0,-240.0,-0.044,UFC 164: Henderson vs. Pettis II,Aug 31 2013
Pat Audinwood,230.0,240.0,240.0,0.009,UFC 119: Mir vs. Cro Cop,Sep 25 2010
Pat Audinwood,-145.0,-145.0,-145.0,0.0,UFC 124: St-Pierre vs. Koscheck II,Dec 11 2010
Pat Barry,-225.0,-290.0,-290.0,-0.074,UFC 92: The Ultimate 2008,Dec 27 2008
Pat Barry,-325.0,-350.0,-350.0,-0.017,UFC 98: Evans vs Machida,May 23 2009
Pat Barry,-105.0,140.0,140.0,0.187,UFC 104: Machida vs Rua,Oct 24 2009
Pat Barry,-135.0,-173.0,-173.0,-0.103,UFC 115: Liddell vs. Franklin,Jun 12 2010
Pat Barry,-225.0,-174.0,-174.0,0.083,UFC Fight Night 23: Fight For The Troops II,Jan 22 2011
Pat Barry,135.0,185.0,185.0,0.175,UFC On Versus 4,Jun 26 2011
Pat Barry,-195.0,-165.0,-165.0,0.0579999999999999,UFC On Versus 6: Cruz vs. Johnson,Oct 01 2011
Pat Barry,-180.0,-200.0,-200.0,-0.037,UFC on FX 1: Guillard vs. Miller,Jan 20 2012
Pat Barry,-240.0,-160.0,-150.0,0.139,UFC on FOX 3: Diaz vs. Miller,May 05 2012
Pat Barry,140.0,210.0,220.0,0.238,UFC: The Ultimate Fighter 16 Finale,Dec 15 2012
Pat Barry,-175.0,-125.0,105.0,0.177,UFC 161: Evans vs. Henderson,Jun 15 2013
Pat Barry,-260.0,-184.0,-170.0,0.115,UFC Fight Night 33: Hunt vs. Bigfoot,Dec 06 2013
Pat Healy,225.0,230.0,240.0,0.033,UFC 159: Jones vs. Sonnen,Apr 27 2013
Pat Healy,180.0,215.0,245.0,0.152,UFC 165: Jones vs. Gustafsson,Sep 21 2013
Pat Healy,-230.0,-150.0,-150.0,-0.174,UFC on FOX 9: Johnson vs. Benavidez,Dec 14 2013
Pat Healy,150.0,240.0,245.0,-0.1169999999999999,UFC on FOX 11: Werdum vs. Browne,Apr 19 2014
Pat Healy,145.0,155.0,155.0,0.039,UFC Fight Night 45: Cerrone vs. Miller,Jul 16 2014
Pat Sabatini,105.0,-250.0,-225.0,0.384,UFC 261: Usman vs. Masvidal 2,Apr 24 2021
Pat Sabatini,125.0,120.0,130.0,-0.022,UFC on ESPN: Barboza vs. Chikadze,Aug 28 2021
Pat Sabatini,-150.0,-125.0,115.0,-0.273,UFC Fight Night: Vieira vs. Tate,Nov 20 2021
Pat Sabatini,-145.0,-145.0,-145.0,,UFC 273,Apr 09 2022
Pat Sabatini,-240.0,-750.0,-500.0,-0.205,UFC Fight Night: UFC Fight Night 206,Apr 16 2022
Pat Sabatini,-225.0,-215.0,-189.0,-0.086,UFC Fight Night 211,Sep 17 2022
Pat Sabatini,-188.0,-200.0,-180.0,0.063,UFC Fight Night 227,Jun 17 2023
Pat Sabatini,-150.0,-130.0,-115.0,0.094,UFC,Nov 12 2023
Pat Schilling,105.0,130.0,130.0,0.109,UFC on FX 1: Guillard vs. Miller,Jan 20 2012
Pat Schilling,105.0,130.0,130.0,0.109,UFC: The Ultimate Fighter 15 Finale,Jun 01 2012
Patrick Cote,240.0,215.0,215.0,0.057,UFC 74: Respect,Aug 25 2007
Patrick Cote,-135.0,-135.0,-135.0,0.0,UFC Fight Night 12: Swick vs Burkman,Jan 23 2008
Patrick Cote,-155.0,108.0,108.0,-0.218,UFC 86: Jackson vs Griffin,Jul 05 2008
Patrick Cote,500.0,480.0,480.0,0.0289999999999999,UFC 90: Silva vs Cote,Oct 25 2008
Patrick Cote,-140.0,107.0,107.0,-0.132,UFC 113: Machida vs. Shogun II,May 08 2010
Patrick Cote,-170.0,-175.0,-175.0,0.059,UFC 121: Lesnar vs. Velasquez,Oct 23 2010
Patrick Cote,-240.0,-200.0,-190.0,0.064,UFC 148: Silva vs. Sonnen 2,Jul 07 2012
Patrick Cote,-300.0,-235.0,-210.0,-0.074,UFC 154: St-Pierre vs. Condit,Nov 17 2012
Patrick Cote,-170.0,-200.0,-190.0,0.127,UFC 158: St-Pierre vs. Diaz,Mar 16 2013
Patrick Cote,-130.0,180.0,185.0,-0.283,UFC: The Ultimate Fighter Nations Finale,Apr 16 2014
Patrick Cote,190.0,305.0,340.0,-0.0819999999999999,UFC 178: Johnson vs. Cariaso,Sep 27 2014
Patrick Cote,-190.0,-260.0,-250.0,0.206,UFC 186: Johnson vs. Horiguchi,Apr 25 2015
Patrick Cote,110.0,138.0,150.0,-0.035,UFC Fight Night 74: Holloway vs. Oliveira,Aug 23 2015
Patrick Cote,115.0,130.0,130.0,0.013,UFC Fight Night 81: Dillashaw vs. Cruz,Jan 17 2016
Patrick Cote,150.0,135.0,150.0,0.054,UFC Fight Night 89: MacDonald vs. Thompson,Jun 18 2016
Patrick Cote,-230.0,-131.0,-130.0,-0.28,UFC 210: Cormier vs. Johnson 2,Apr 08 2017
Patrick Cummins,575.0,600.0,600.0,0.036,UFC 170: Rousey vs. McMann,Feb 22 2014
Patrick Cummins,-315.0,-330.0,-310.0,-0.004,UFC Fight Night 42: Henderson vs. Khabilov,Jun 07 2014
Patrick Cummins,-190.0,-225.0,-225.0,-0.057,UFC on FOX 12: Lawler vs. Brown,Jul 26 2014
Patrick Cummins,-245.0,-145.0,-145.0,0.1669999999999999,UFC Fight Night 58: Machida vs. Dollaway,Dec 20 2014
Patrick Cummins,-140.0,-115.0,-115.0,0.083,UFC on FOX 15: Machida vs. Rockhold,Apr 18 2015
Patrick Cummins,-155.0,-190.0,-185.0,-0.074,UFC 190: Rousey vs. Correia,Aug 01 2015
Patrick Cummins,235.0,415.0,450.0,0.371,UFC Fight Night 77: Belfort vs. Henderson 3,Nov 07 2015
Patrick Cummins,-210.0,-235.0,-225.0,-0.0289999999999999,UFC 198: Werdum vs. Miocic,May 14 2016
Patrick Cummins,-115.0,-113.0,-105.0,0.025,UFC 210: Cormier vs. Johnson 2,Apr 08 2017
Patrick Cummins,-130.0,170.0,175.0,0.352,UFC on FOX 25: Weidman vs. Gastelum,Jul 22 2017
Patrick Cummins,-175.0,144.0,145.0,0.359,UFC Fight Night 128: Barboza vs. Lee,Apr 21 2018
Patrick Cummins,185.0,275.0,285.0,0.254,UFC Fight Night 138: Volkan vs. Smith,Oct 27 2018
Patrick Cummins,-265.0,-270.0,-250.0,0.005,UFC on ESPN+ 10: Dos Anjos vs. Lee,May 18 2019
Patrick Holohan,180.0,220.0,225.0,0.008,UFC Fight Night 46: McGregor vs. Brandao,Jul 19 2014
Patrick Holohan,-405.0,-500.0,-500.0,0.245,UFC Fight Night 54: MacDonald vs. Saffiedine,Oct 04 2014
Patrick Holohan,-285.0,-360.0,-345.0,0.247,UFC Fight Night 59: McGregor vs. Siver,Jan 18 2015
Patrick Walsh,170.0,200.0,210.0,0.115,UFC: The Ultimate Fighter 19 Finale,Jul 06 2014
Patrick Walsh,-115.0,-128.0,-115.0,-0.027,UFC Fight Night 60: Henderson vs. Thatch,Feb 14 2015
Patrick Williams,145.0,100.0,100.0,0.176,UFC 172: Jones vs. Teixeira,Apr 26 2014
Patrick Williams,110.0,145.0,150.0,-0.038,UFC 188: Velasquez vs. Werdum,Jun 13 2015
Patrick Williams,265.0,650.0,775.0,-0.15,UFC on FOX 24: Johnson vs. Reis,Apr 15 2017
Patrick Williams,230.0,345.0,350.0,-0.078,UFC on FOX 29: Poirier vs. Gaethje,Apr 14 2018
Paul Bradley,-105.0,-140.0,-140.0,0.217,UFC 133: Evans vs. Ortiz 2,Aug 06 2011
Paul Bradley,240.0,270.0,270.0,0.0,UFC On FOX 1: Velasquez vs. Dos Santos,Nov 12 2011
Paul Buentello,115.0,135.0,135.0,0.0,UFC 107: Penn vs Sanchez,Dec 12 2009
Paul Buentello,350.0,315.0,315.0,-0.084,UFC on Versus 1: Vera vs. Jones,Mar 21 2010
Paul Craig,220.0,190.0,205.0,-0.074,UFC on FOX 22: VanZant vs. Waterson,Dec 17 2016
Paul Craig,-170.0,-102.0,120.0,-0.296,UFC 209: Woodley vs. Thompson 2,Mar 04 2017
Paul Craig,100.0,125.0,127.0,-0.017,UFC Fight Night 113: Nelson vs. Ponzinibbio,Jul 16 2017
Paul Craig,290.0,550.0,575.0,0.412,UFC Fight Night 127: Werdum vs. Volkov,Mar 17 2018
Paul Craig,175.0,245.0,265.0,0.221,UFC Fight Night 142: Dos Santos vs. Tuivasa,Dec 01 2018
Paul Craig,165.0,150.0,170.0,-0.019,UFC on ESPN 2: Barboza vs. Gaethje,Mar 30 2019
Paul Craig,185.0,225.0,305.0,0.236,UFC on ESPN 3: Ngannou vs. Dos Santos,Jun 29 2019
Paul Craig,-160.0,-120.0,-111.0,-0.127,UFC on ESPN+ 17: Rodriguez vs. Stephens,Sep 21 2019
Paul Craig,165.0,180.0,200.0,-0.018,UFC on ESPN+ 22: Blachowicz vs. Jacare,Nov 16 2019
Paul Craig,105.0,-155.0,-147.0,0.214,UFC on ESPN 14: Whittaker vs. Till,Jul 25 2020
Paul Craig,-110.0,-213.0,-188.0,0.29,UFC 255: Figueiredo vs. Perez,Nov 21 2020
Paul Craig,250.0,195.0,225.0,0.031,UFC 263: Adesanya vs. Vettori 2,Jun 12 2021
Paul Craig,-158.0,155.0,180.0,-0.563,UFC Fight Night 205,Mar 19 2022
Paul Craig,170.0,110.0,132.0,0.1169999999999999,UFC Fight Night: Blaydes vs. Aspinall,Jul 23 2022
Paul Craig,130.0,145.0,160.0,-0.086,UFC 283,Jan 21 2023
Paul Craig,140.0,175.0,200.0,0.158,UFC 292,Jul 22 2023
Paul Craig,200.0,310.0,360.0,0.307,UFC,Nov 18 2023
Paul Craig,154.0,390.0,475.0,0.518,UFC,May 05 2024
Paul Daley,230.0,285.0,285.0,0.143,UFC 103: Franklin vs Belfort,Sep 19 2009
Paul Daley,-130.0,130.0,130.0,-0.1669999999999999,UFC 108: Evans vs Silva,Jan 02 2010
Paul Daley,250.0,230.0,230.0,-0.061,UFC 113: Machida vs. Shogun II,May 08 2010
Paul Felder,145.0,140.0,150.0,0.0,UFC Fight Night 54: MacDonald vs. Saffiedine,Oct 04 2014
Paul Felder,160.0,230.0,235.0,0.2189999999999999,UFC 182: Jones vs. Cormier,Jan 03 2015
Paul Felder,135.0,135.0,140.0,0.038,UFC on FOX 16: Dillashaw vs. Barao 2,Jul 25 2015
Paul Felder,-245.0,-440.0,-410.0,0.382,UFC 191: Johnson vs. Dodson II,Sep 05 2015
Paul Felder,-230.0,-240.0,-225.0,0.085,UFC Fight Night 81: Dillashaw vs. Cruz,Jan 17 2016
Paul Felder,-215.0,-310.0,-290.0,-0.099,UFC Fight Night 88: Almeida vs. Garbrandt,May 29 2016
Paul Felder,-110.0,135.0,144.0,-0.089,UFC Fight Night 95: Cyborg vs. Lansberg,Sep 24 2016
Paul Felder,-285.0,-370.0,-370.0,-0.063,UFC Fight Night 105: Lewis vs. Browne,Feb 19 2017
Paul Felder,-130.0,158.0,160.0,-0.237,UFC Fight Night 113: Nelson vs. Ponzinibbio,Jul 16 2017
Paul Felder,-170.0,113.0,115.0,0.258,UFC 218: Holloway vs. Aldo 2,Dec 02 2017
Paul Felder,230.0,-170.0,-161.0,0.4429999999999999,UFC 226: Miocic vs. Cormier,Jul 07 2018
Paul Felder,-175.0,-110.0,100.0,0.203,UFC on ESPN 1: Ngannou vs. Velasquez,Feb 17 2019
Paul Felder,135.0,-102.0,110.0,0.124,UFC 242: Khabib vs. Poirier,Sep 07 2019
Paul Felder,-120.0,130.0,145.0,0.226,UFC on ESPN+ 26: Felder vs. Hooker,Feb 22 2020
Paul Felder,140.0,175.0,185.0,0.143,UFC Fight Night 182: Felder vs. dos Anjos,Nov 14 2020
Paul Georgieff,260.0,290.0,290.0,0.077,UFC: The Ultimate Fighter 6 Finale,Dec 08 2007
Paul Kelly,175.0,185.0,185.0,-0.022,UFC 80: Rapid Fire,Jan 19 2008
Paul Kelly,250.0,235.0,235.0,0.022,UFC 89: Bisping vs Leben,Oct 18 2008
Paul Kelly,-325.0,-350.0,-350.0,0.0279999999999999,UFC 95: Sanchez vs Stevenson,Feb 21 2009
Paul Kelly,-425.0,-410.0,-410.0,0.0579999999999999,UFC 99: The Comeback,Jun 13 2009
Paul Kelly,-360.0,-370.0,-370.0,0.026,UFC 105: Couture vs Vera,Nov 14 2009
Paul Kelly,200.0,220.0,220.0,0.0,UFC 112: Invincible,Apr 10 2010
Paul Kelly,-110.0,-105.0,-105.0,0.019,UFC On Versus 2,Aug 01 2010
Paul Kelly,-170.0,-200.0,-200.0,-0.059,UFC 123: Rampage vs. Machida,Nov 20 2010
Paul Kelly,180.0,235.0,235.0,-0.039,UFC 126: Silva vs. Belfort,Feb 05 2011
Paul Redmond,250.0,600.0,725.0,0.541,UFC on FOX 14: Gustafsson vs. Johnson,Jan 24 2015
Paul Redmond,135.0,127.0,140.0,-0.004,UFC Fight Night 72: Bisping vs. Leites,Jul 18 2015
Paul Sass,-190.0,-185.0,-185.0,0.009,UFC 120: Bisping vs. Akiyama,Oct 16 2010
Paul Sass,155.0,163.0,163.0,0.03,UFC On Versus 6: Cruz vs. Johnson,Oct 01 2011
Paul Sass,140.0,165.0,175.0,-0.0409999999999999,UFC 146: Dos Santos vs. Mir,May 26 2012
Paul Sass,-120.0,-115.0,-110.0,0.07,UFC on FUEL TV 5: Struve vs. Miocic,Sep 29 2012
Paul Sass,-120.0,-110.0,-107.0,0.052,UFC on Fuel TV 7: Barao vs. McDonald,Feb 16 2013
Paul Taylor,170.0,145.0,145.0,0.066,UFC 75: Champion vs Champion,Sep 08 2007
Paul Taylor,-210.0,-225.0,-225.0,-0.022,UFC 80: Rapid Fire,Jan 19 2008
Paul Taylor,-240.0,-235.0,-235.0,-0.017,UFC 85: Bedlam,Jun 07 2008
Paul Taylor,290.0,290.0,290.0,0.0,UFC 89: Bisping vs Leben,Oct 18 2008
Paul Taylor,-475.0,-300.0,-300.0,-0.214,UFC 99: The Comeback,Jun 13 2009
Paul Taylor,180.0,210.0,210.0,-0.034,UFC 105: Couture vs Vera,Nov 14 2009
Paul Taylor,100.0,170.0,170.0,-0.179,UFC 121: Lesnar vs. Velasquez,Oct 23 2010
Paul Taylor,-175.0,-220.0,-220.0,0.125,UFC 126: Silva vs. Belfort,Feb 05 2011
Paulo Costa,-210.0,-340.0,-320.0,-0.133,UFC Fight Night 106: Belfort vs. Gastelum,Mar 11 2017
Paulo Costa,-215.0,-270.0,-265.0,-0.067,UFC 212: Aldo vs. Holloway,Jun 03 2017
Paulo Costa,-135.0,-365.0,-360.0,-0.365,UFC 217: Bisping vs. St-Pierre,Nov 04 2017
Paulo Costa,-290.0,-312.0,-290.0,-0.009,UFC 226: Miocic vs. Cormier,Jul 07 2018
Paulo Costa,165.0,130.0,145.0,0.0559999999999999,UFC 241: Cormier vs. Miocic 2,Aug 17 2019
Paulo Costa,120.0,162.0,168.0,-0.125,UFC 253: Adesanya vs. Costa,Sep 26 2020
Paulo Costa,-150.0,148.0,170.0,-0.518,UFC Fight Night: Costa vs. Vettori,Oct 23 2021
Paulo Costa,-260.0,-400.0,-330.0,-0.083,UFC 278: Usman vs. Edwards 2,Aug 20 2022
Paulo Costa,225.0,225.0,225.0,,UFC 284,Feb 11 2023
Paulo Costa,275.0,275.0,275.0,,UFC 294,Oct 21 2023
Paulo Costa,200.0,165.0,194.0,0.033,UFC 298,Feb 18 2024
Paulo Costa,154.0,150.0,200.0,0.124,UFC,Jun 02 2024
Paulo Thiago,330.0,425.0,425.0,0.181,UFC 95: Sanchez vs Stevenson,Feb 21 2009
Paulo Thiago,175.0,400.0,400.0,0.45,UFC 100,Jul 11 2009
Paulo Thiago,-260.0,-175.0,-175.0,-0.176,UFC 106: Ortiz vs Griffin 2,Nov 21 2009
Paulo Thiago,160.0,173.0,173.0,0.048,UFC 109: Relentless,Feb 06 2010
Paulo Thiago,-475.0,-218.0,-218.0,0.17,UFC 115: Liddell vs. Franklin,Jun 12 2010
Paulo Thiago,-190.0,-140.0,-140.0,0.11,UFC 121: Lesnar vs. Velasquez,Oct 23 2010
Paulo Thiago,-400.0,-415.0,-415.0,-0.0069999999999999,UFC 134: Silva vs. Okami,Aug 27 2011
Paulo Thiago,-390.0,-150.0,-150.0,0.246,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14 2012
Paulo Thiago,170.0,250.0,290.0,0.27,UFC on FUEL TV 6: Franklin vs. Le,Nov 10 2012
Paulo Thiago,-210.0,-200.0,-190.0,0.024,UFC on FX 8: Belfort vs. Rockhold,May 18 2013
Paulo Thiago,170.0,300.0,325.0,-0.136,UFC Fight Night 32: Belfort vs. Henderson,Nov 09 2013
Paulo Thiago,-210.0,-200.0,-175.0,0.03,UFC: The Ultimate Fighter Brazil 3 Finale,May 31 2014
Paulo Thiago,110.0,210.0,215.0,-0.181,UFC Fight Night 51: Big Foot vs. Arlovski II,Sep 13 2014
Pawel Pawlak,-215.0,-150.0,-142.0,-0.147,UFC Fight Night 41: Munoz vs. Mousasi,May 31 2014
Pawel Pawlak,120.0,175.0,190.0,-0.114,UFC Fight Night 64: Gonzaga vs. Cro Cop II,Apr 11 2015
Pawel Pawlak,160.0,325.0,330.0,-0.181,UFC Fight Night 72: Bisping vs. Leites,Jul 18 2015
Payton Talbott,-549.0,-900.0,-620.0,0.292,UFC,Nov 18 2023
Payton Talbott,-125.0,-175.0,-154.0,0.135,UFC,Mar 24 2024
Payton Talbott,-298.0,-2000.0,-1400.0,-0.259,UFC 303,Jun 30 2024
Pedro Falcao,118.0,115.0,135.0,0.027,UFC,Apr 06 2024
Pedro Munhoz,170.0,230.0,248.0,0.204,UFC 170: Rousey vs. McMann,Feb 22 2014
Pedro Munhoz,-265.0,-300.0,-295.0,0.204,UFC: The Ultimate Fighter Brazil 3 Finale,May 31 2014
Pedro Munhoz,-385.0,-525.0,-480.0,0.291,UFC Fight Night 54: MacDonald vs. Saffiedine,Oct 04 2014
Pedro Munhoz,-210.0,-170.0,-170.0,0.071,UFC Fight Night 77: Belfort vs. Henderson 3,Nov 07 2015
Pedro Munhoz,-265.0,-240.0,-220.0,0.027,UFC Fight Night 90: Dos Anjos vs. Alvarez,Jul 07 2016
Pedro Munhoz,125.0,135.0,135.0,0.024,UFC Fight Night 100: Bader vs. Nogueira,Nov 19 2016
Pedro Munhoz,-505.0,-700.0,-670.0,0.281,UFC Fight Night 109: Gustafsson vs. Teixeira,May 28 2017
Pedro Munhoz,110.0,152.0,155.0,-0.063,UFC Fight Night 119: Machida vs. Brunson,Oct 28 2017
Pedro Munhoz,140.0,140.0,143.0,0.008,UFC 222: Cyborg vs. Kunitskaya,Mar 03 2018
Pedro Munhoz,-155.0,-210.0,-200.0,0.212,UFC 227: Dillashaw vs. Garbrandt 2,Aug 04 2018
Pedro Munhoz,195.0,-333.0,-290.0,-1.227,UFC: The Ultimate Fighter 28 Finale: Dos Anjos vs. Usman,Nov 30 2018
Pedro Munhoz,145.0,140.0,153.0,-0.004,UFC 235: Jones vs. Smith,Mar 02 2019
Pedro Munhoz,-125.0,140.0,145.0,0.256,UFC 238: Cejudo vs. Moraes,Jun 08 2019
Pedro Munhoz,-210.0,-278.0,-260.0,0.133,UFC on ESPN 15: Munhoz vs. Edgar,Aug 22 2020
Pedro Munhoz,130.0,110.0,120.0,-0.065,UFC Fight Night 186: Rozenstruik vs. Gane,Feb 27 2021
Pedro Munhoz,115.0,-116.0,101.0,0.078,UFC 265: Lewis vs. Gane,Aug 07 2021
Pedro Munhoz,-155.0,-125.0,-105.0,0.131,UFC 269,Dec 11 2021
Pedro Munhoz,210.0,240.0,260.0,-0.068,UFC 276: Adesanya vs. Cannonier,Jul 02 2022
Pedro Munhoz,170.0,163.0,200.0,-0.05,UFC Fight Night 222,Mar 25 2023
Pedro Munhoz,200.0,163.0,200.0,0.0279999999999999,UFC Fight Night: Holloway vs. Allen,Apr 15 2023
Pedro Munhoz,154.0,140.0,163.0,-0.002,UFC,Aug 20 2023
Pedro Munhoz,136.0,170.0,195.0,0.166,UFC 299,Mar 10 2024
Pedro Nobre,330.0,450.0,480.0,-0.044,UFC on FX 7: Belfort vs. Bisping,Jan 19 2013
Per Eklund,240.0,205.0,205.0,0.036,UFC 80: Rapid Fire,Jan 19 2008
Per Eklund,-190.0,-215.0,-215.0,0.047,UFC 89: Bisping vs Leben,Oct 18 2008
Per Eklund,-170.0,-160.0,-160.0,-0.043,UFC 95: Sanchez vs Stevenson,Feb 21 2009
Pete Rodrigue.,250.0,260.0,350.0,-0.063,UFC 270,Jan 22 2022
Pete Rodriguez,-400.0,-800.0,-675.0,-0.0969999999999999,UFC Fight Night 212,Oct 15 2022
Pete Rodriguez,220.0,205.0,205.0,0.044,UFC Fight Night: Smith vs Walker,May 13 2023
Pete Rodriguez,250.0,160.0,200.0,0.1,UFC Fight Night,Feb 03 2024
Pete Sell,253.0,180.0,180.0,-0.261,UFC Fight Night 11: Thomas vs Florian,Sep 19 2007
Pete Sell,180.0,180.0,180.0,0.0,UFC 90: Silva vs Cote,Oct 25 2008
Pete Sell,-140.0,-160.0,-160.0,-0.055,UFC 96: Jackson vs Jardine,Mar 07 2009
Peter Barrett,240.0,400.0,445.0,-0.114,UFC on ESPN+ 32: Lewis vs. Oleinik,Aug 08 2020
Peter Barrett,250.0,245.0,255.0,-0.013,UFC 256: Figueiredo vs. Moreno,Dec 12 2020
Peter Sobotta,325.0,250.0,250.0,-0.214,UFC 99: The Comeback,Jun 13 2009
Peter Sobotta,265.0,265.0,265.0,0.0,UFC 115: Liddell vs. Franklin,Jun 12 2010
Peter Sobotta,250.0,245.0,245.0,-0.0139999999999999,UFC 122: Marquardt vs. Okami,Nov 13 2010
Peter Sobotta,165.0,122.0,140.0,-0.147,UFC Fight Night 41: Munoz vs. Mousasi,May 31 2014
Peter Sobotta,-230.0,-370.0,-360.0,-0.126,UFC Fight Night 69: Jedrzejczyk vs. Penne,Jun 20 2015
Peter Sobotta,-165.0,-245.0,-230.0,0.25,UFC 193: Rousey vs. Holm,Nov 14 2015
Peter Sobotta,-140.0,170.0,170.0,0.365,UFC Fight Night 93: Arlovski vs. Barnett,Sep 03 2016
Peter Sobotta,-115.0,-135.0,-125.0,-0.057,UFC Fight Night 109: Gustafsson vs. Teixeira,May 28 2017
Peter Sobotta,220.0,165.0,165.0,-0.208,UFC Fight Night 127: Werdum vs. Volkov,Mar 17 2018
Peter Sobotta,145.0,-105.0,110.0,-0.225,UFC on ESPN 14: Whittaker vs. Till,Jul 25 2020
Petr Yan,-350.0,-600.0,-575.0,-0.099,UFC Fight Night 132: Cowboy vs. Edwards,Jun 23 2018
Petr Yan,-530.0,-1200.0,-1200.0,-0.0969999999999999,UFC Fight Night 136: Hunt vs. Oleinik,Sep 15 2018
Petr Yan,-130.0,-357.0,-335.0,-0.373,UFC 232: Jones vs. Gustafsson 2,Dec 29 2018
Petr Yan,-205.0,-333.0,-260.0,-0.102,UFC on ESPN+ 3: Blachowicz vs. Santos,Feb 23 2019
Petr Yan,-215.0,-360.0,-340.0,-0.141,UFC 238: Cejudo vs. Moraes,Jun 08 2019
Petr Yan,-265.0,-500.0,-470.0,-0.144,UFC 245: Usman vs. Covington,Dec 14 2019
Petr Yan,-240.0,-270.0,-250.0,-0.02,UFC 251: Usman vs. Masvidal,Jul 11 2020
Petr Yan,-145.0,-137.0,100.0,0.068,UFC 259: Blachowicz vs. Adesanya,Mar 06 2021
Petr Yan,-300.0,-305.0,-225.0,0.037,UFC 267: Brachowicz vs. Teixeira,Oct 30 2021
Petr Yan,-290.0,-410.0,-320.0,-0.049,UFC Fight Night 204,Mar 05 2022
Petr Yan,-350.0,-480.0,-370.0,-0.042,UFC 273,Apr 09 2022
Petr Yan,-250.0,-435.0,-250.0,-0.046,UFC 281,Oct 22 2022
Petr Yan,-175.0,-286.0,-240.0,-0.136,UFC Fight Night 221,Mar 11 2023
Petr Yan,-163.0,-175.0,-155.0,-0.011,UFC 299,Mar 10 2024
Phil Baroni,140.0,210.0,210.0,0.226,UFC 106: Ortiz vs Griffin 2,Nov 21 2009
Phil Baroni,170.0,240.0,240.0,0.206,UFC 125: Resolution,Jan 01 2011
Phil Davis,-260.0,-270.0,-270.0,0.091,UFC 109: Relentless,Feb 06 2010
Phil Davis,-465.0,-440.0,-440.0,0.022,UFC 112: Invincible,Apr 10 2010
Phil Davis,-660.0,-900.0,-900.0,0.221,UFC 117: Silva vs. Sonnen,Aug 07 2010
Phil Davis,-660.0,-485.0,-485.0,-0.038,UFC 123: Rampage vs. Machida,Nov 20 2010
Phil Davis,-285.0,-255.0,-255.0,0.09,UFC Fight Night 24: Nogueira vs. Davis,Mar 26 2011
Phil Davis,125.0,176.0,176.0,-0.08,UFC on FOX 2,Jan 28 2012
Phil Davis,-675.0,-750.0,-685.0,0.22,UFC on FOX 4: Shogun vs. Vera,Aug 04 2012
