Matchup,Open,Closing Range Start,Closing Range End,Movement,Event,Date
Aleksei Oleinik,165.0,-106.0,100.0,-0.345,UFC Fight Night 136: Hunt vs. Oleinik,Sep 15 2018
Aleksei Oleinik,175.0,195.0,205.0,0.083,UFC on ESPN+ 7: Overeem vs. Oleinik,Apr 20 2019
Aleksei Oleinik,-105.0,130.0,137.0,0.158,UFC on ESPN 4: Dos Anjos vs. Edwards,Jul 20 2019
Aleksei Oleinik,-180.0,-110.0,103.0,-0.304,UFC 246: McGregor vs. Cowboy,Jan 18 2020
Aleksei Oleinik,170.0,225.0,280.0,-0.088,UFC 249: Ferguson vs. Gaethje,May 09 2020
Aleksei Oleinik,170.0,169.0,175.0,-0.002,UFC on ESPN+ 32: Lewis vs. Oleinik,Aug 08 2020
Aleksei Oleinik,120.0,150.0,170.0,0.1669999999999999,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20 2021
Aleksei Oleinik,130.0,160.0,190.0,0.1669999999999999,UFC Fight Night 207,Mar 26 2022
Aleksei Oleinik,-135.0,100.0,135.0,-0.262,UFC 273,Apr 09 2022
Aleksei Oliynyk,140.0,235.0,245.0,-0.149,UFC 213: Romero vs. Whittaker,Jul 08 2017
Aleksei Oliynyk,-120.0,117.0,135.0,-0.073,UFC 224: Nunes vs. Pennington,May 12 2018
Aleksei Oliynyk,210.0,200.0,240.0,-0.0279999999999999,UFC on ESPN: The Korean Zombie vs. Ige,Jun 19 2021
Aleksei Oliynyk,170.0,143.0,180.0,0.012,UFC Vegas 57,Oct 01 2022
Alen Amedovski,-110.0,160.0,200.0,-0.213,UFC on ESPN+ 7: Overeem vs. Oleinik,Apr 20 2019
Alen Amedovski,-190.0,-140.0,-120.0,-0.19,UFC on ESPN+ 18: Hermansson vs. Cannonier,Sep 28 2019
Alen Amedovski,-175.0,-138.0,-110.0,0.133,UFC 264: Poirier vs. McGregor 3,Jul 10 2021
Alen Amedovski,185.0,165.0,175.0,0.018,UFC Fight Night 2010,May 21 2022
Alen Amedovski,250.0,375.0,450.0,-0.127,UFC Fight Night 211,Sep 17 2022
Alessandro Costa,250.0,333.0,400.0,0.236,UFC Fight Night 217,Dec 17 2022
Alessandro Costa,-250.0,-330.0,-275.0,-0.05,UFC Fight Night 227,Jun 17 2023
Alessandro Costa,136.0,155.0,200.0,0.139,UFC,Nov 12 2023
Alessandro Costa,-130.0,-141.0,-125.0,-0.016,UFC,May 04 2024
Alessandro Ricci,205.0,305.0,310.0,-0.063,UFC Fight Night 105: Lewis vs. Browne,Feb 19 2017
Alessio Di Chirico,130.0,155.0,175.0,0.132,UFC Fight Night 86: Rothwell vs. Dos Santos,Apr 10 2016
Alessio Di Chirico,-265.0,-335.0,-330.0,-0.059,UFC on FOX 21: Maia vs. Condit,Aug 27 2016
Alessio Di Chirico,-155.0,-110.0,-110.0,0.138,UFC on FOX 23: Shevchenko vs. Pena,Jan 28 2017
Alessio Di Chirico,-135.0,-160.0,-142.0,-0.047,UFC on FOX 26: Lawler vs. Dos Anjos,Dec 16 2017
Alessio Di Chirico,160.0,115.0,117.0,-0.204,UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,Jul 06 2018
Alessio Di Chirico,155.0,184.0,190.0,0.111,UFC on ESPN+ 12: Moicano vs. The Korean Zombie,Jun 22 2019
Alessio Di Chirico,-230.0,130.0,145.0,-0.6579999999999999,UFC on ESPN+ 18: Hermansson vs. Cannonier,Sep 28 2019
Alessio Di Chirico,120.0,-139.0,-130.0,-0.26,UFC on ESPN+ 33: Smith vs. Rakic,Aug 29 2020
Alessio Di Chirico,235.0,220.0,240.0,-0.024,UFC on ABC 1: Holloway vs. Kattar,Jan 16 2021
Alessio Di Chirico,-155.0,-265.0,-230.0,-0.172,UFC on ESPN: Barboza vs. Chikadze,Aug 28 2021
Alessio Di Chirico,-150.0,-112.0,100.0,0.138,UFC Fight Night: Gane vs. Tuivasa,Sep 03 2022
Alessio Sakara,220.0,145.0,145.0,-0.306,UFC 75: Champion vs Champion,Sep 08 2007
Alessio Sakara,-155.0,-135.0,-135.0,0.055,UFC 80: Rapid Fire,Jan 19 2008
Alessio Sakara,135.0,145.0,145.0,0.0,UFC 82: Pride Of A Champion,Mar 01 2008
Alessio Sakara,-140.0,-120.0,-120.0,-0.05,UFC Fight Night 15: Diaz vs Neer,Sep 17 2008
Alessio Sakara,215.0,305.0,305.0,0.222,UFC 101: Declaration,Aug 08 2009
Alessio Sakara,120.0,-120.0,-120.0,-0.2,UFC on Versus 1: Vera vs. Jones,Mar 21 2010
Alessio Sakara,-240.0,190.0,190.0,0.511,UFC On Versus 3: Sanchez vs. Kampmann,Mar 03 2011
Alessio Sakara,300.0,340.0,340.0,0.005,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14 2012
Alessio Sakara,220.0,190.0,205.0,-0.074,UFC 154: St-Pierre vs. Condit,Nov 17 2012
Alessio Sakara,-220.0,-185.0,-175.0,-0.077,UFC Fight Night 30: Machida vs. Munoz,Oct 26 2013
Alex Caceres,195.0,190.0,190.0,-0.017,UFC Fight Night 24: Nogueira vs. Davis,Mar 26 2011
Alex Caceres,255.0,375.0,375.0,0.253,UFC On Versus 5: Hardy vs. Lytle,Aug 14 2011
Alex Caceres,200.0,248.0,248.0,0.138,UFC On FOX 1: Velasquez vs. Dos Santos,Nov 12 2011
Alex Caceres,110.0,115.0,115.0,0.048,UFC 143: Condit vs. Diaz,Feb 04 2012
Alex Caceres,125.0,-120.0,-102.0,0.139,UFC on FUEL TV 4: Munoz vs. Weidman,Jul 11 2012
Alex Caceres,-140.0,-220.0,-220.0,-0.179,UFC on FUEL TV 6: Franklin vs. Le,Nov 10 2012
Alex Caceres,115.0,-115.0,110.0,-0.091,UFC on Fuel TV 8: Silva vs. Stann,Mar 02 2013
Alex Caceres,-120.0,-150.0,-140.0,0.185,UFC 165: Jones vs. Gustafsson,Sep 21 2013
Alex Caceres,175.0,165.0,177.0,-0.015,UFC on FOX 10: Henderson vs. Thomson,Jan 25 2014
Alex Caceres,450.0,450.0,570.0,0.017,UFC 175: Weidman vs. Machida,Jul 05 2014
Alex Caceres,-245.0,-300.0,-295.0,-0.054,UFC Fight Night 52: Hunt vs. Nelson,Sep 20 2014
Alex Caceres,100.0,115.0,125.0,0.015,UFC Fight Night 68: Henderson vs. Boetsch,Jun 06 2015
Alex Caceres,-350.0,-290.0,-280.0,0.048,UFC on FOX 18: Johnson vs. Bader,Jan 30 2016
Alex Caceres,110.0,145.0,145.0,-0.045,UFC 199: Rockhold vs. Bisping II,Jun 04 2016
Alex Caceres,250.0,270.0,275.0,0.062,UFC Fight Night 92: Rodriguez vs. Caceres,Aug 06 2016
Alex Caceres,115.0,114.0,115.0,0.055,UFC on FOX 23: Shevchenko vs. Pena,Jan 28 2017
Alex Caceres,-275.0,-320.0,-310.0,-0.035,UFC Fight Night 111: Holm vs. Correia,Jun 17 2017
Alex Caceres,-195.0,-140.0,-130.0,0.131,UFC Fight Night 122: Bisping vs. Gastelum,Nov 25 2017
Alex Caceres,-135.0,-132.0,-130.0,0.013,UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,Jul 06 2018
Alex Caceres,205.0,240.0,248.0,-0.008,UFC on ESPN 1: Ngannou vs. Velasquez,Feb 17 2019
Alex Caceres,-130.0,-125.0,-115.0,0.039,UFC on ESPN 4: Dos Anjos vs. Edwards,Jul 20 2019
Alex Caceres,-120.0,180.0,183.0,-0.309,UFC 250: Nunes vs. Spencer,Jun 06 2020
Alex Caceres,-195.0,-200.0,-185.0,-0.019,UFC on ESPN+ 33: Smith vs. Rakic,Aug 29 2020
Alex Caceres,-300.0,-188.0,-147.0,0.166,UFC Fight Night 186: Rozenstruik vs. Gane,Feb 27 2021
Alex Caceres,155.0,195.0,230.0,0.19,UFC Fight Night: Costa vs. Vettori,Oct 23 2021
Alex Caceres,190.0,195.0,240.0,-0.06,UFC,Mar 12 2022
Alex Caceres,130.0,140.0,155.0,0.061,UFC Fight Night 217,Dec 17 2022
Alex Caceres,-170.0,-170.0,-170.0,,UFC Fight Night 222,Mar 25 2023
Alex Caceres,-190.0,-220.0,-170.0,-0.027,UFC on ESPN: Hermansson vs. Allen,Jun 03 2023
Alex Caceres,150.0,188.0,220.0,-0.111,UFC on ESPN: Holloway vs. The Korean Zombie,Aug 26 2023
Alex Caceres,150.0,175.0,225.0,-0.12,UFC,May 11 2024
Alex Garcia,-380.0,-725.0,-660.0,-0.104,UFC Fight Night 33: Hunt vs. Bigfoot,Dec 06 2013
Alex Garcia,-315.0,-365.0,-320.0,-0.02,UFC 171: Hendricks vs. Lawler,Mar 15 2014
Alex Garcia,-245.0,-145.0,-145.0,0.1669999999999999,UFC Fight Night 49: Henderson vs. Dos Anjos,Aug 23 2014
Alex Garcia,-260.0,-500.0,-470.0,-0.148,UFC 189: Mendes vs. McGregor,Jul 11 2015
Alex Garcia,-110.0,-110.0,-105.0,0.009,UFC Fight Night 83: Cowboy vs. Cowboy,Feb 21 2016
Alex Garcia,-180.0,-220.0,-194.0,-0.049,UFC 207: Nunes vs. Rousey,Dec 30 2016
Alex Garcia,180.0,235.0,255.0,0.188,UFC Fight Night 112: Chiesa vs. Lee,Jun 25 2017
Alex Garcia,140.0,180.0,200.0,0.172,UFC Fight Night 122: Bisping vs. Gastelum,Nov 25 2017
Alex Garcia,155.0,130.0,130.0,0.092,UFC Fight Night 128: Barboza vs. Lee,Apr 21 2018
Alex Garcia,-175.0,-250.0,-240.0,-0.1159999999999999,UFC Fight Night 138: Volkan vs. Smith,Oct 27 2018
Alex Gorgees,285.0,400.0,425.0,-0.0559999999999999,UFC Fight Night 142: Dos Santos vs. Tuivasa,Dec 01 2018
Alex Hernandez,120.0,140.0,150.0,-0.0819999999999999,UFC on ESPN+ 29: Smith vs. Teixeira,May 13 2020
Alex Hernandez,-300.0,-900.0,-590.0,0.385,UFC Fight Night: Santos vs. Walker,Oct 02 2021
Alex Hernandez,155.0,125.0,150.0,0.04,UFC 271,Feb 12 2022
Alex Hernandez,-250.0,-235.0,-200.0,-0.107,UFC Fight Night 219,Feb 18 2023
Alex Morono,190.0,310.0,310.0,-0.081,UFC 195: Lawler vs. Condit,Jan 02 2016
Alex Morono,110.0,115.0,115.0,0.023,UFC on FOX 22: VanZant vs. Waterson,Dec 17 2016
Alex Morono,110.0,-110.0,-105.0,0.1159999999999999,UFC Fight Night 104: Bermudez vs. Korean Zombie,Feb 04 2017
Alex Morono,-150.0,-110.0,-104.0,0.138,UFC Fight Night 117: Saint Preux vs. Okami,Sep 22 2017
Alex Morono,-215.0,-370.0,-360.0,0.293,UFC Fight Night 126: Cerrone vs. Medeiros,Feb 18 2018
Alex Morono,-110.0,128.0,130.0,0.166,UFC on FOX 30: Alvarez vs. Poirier 2,Jul 28 2018
Alex Morono,145.0,100.0,125.0,-0.14,UFC Fight Night 141: Blaydes vs. Ngannou 2,Nov 24 2018
Alex Morono,-190.0,-189.0,-175.0,0.031,UFC on ESPN+ 4: Lewis vs. Dos Santos,Mar 09 2019
Alex Morono,-130.0,110.0,125.0,-0.107,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 12 2019
Alex Morono,-195.0,-420.0,-400.0,-0.216,UFC 247: Jones vs. Reyes,Feb 08 2020
Alex Morono,-300.0,-205.0,-175.0,0.122,UFC Fight Night 182: Felder vs. dos Anjos,Nov 14 2020
Alex Morono,270.0,170.0,187.0,0.115,UFC Fight Night 183: Thompson vs. Neal,Dec 19 2020
Alex Morono,130.0,125.0,150.0,-0.033,UFC on ESPN 24: Rodriguez vs. Waterson,May 08 2021
Alex Morono,-205.0,-139.0,-122.0,0.165,UFC Fight Night 191,Sep 04 2021
Alex Morono,-270.0,-270.0,-230.0,-0.093,UFC Fight Night: Font vs. Aldo,Dec 04 2021
Alex Morono,-110.0,130.0,165.0,-0.225,UFC 277: Pena vs. Nunes 2,Jul 30 2022
Alex Morono,220.0,122.0,150.0,0.146,UFC 282,Dec 10 2022
Alex Morono,-325.0,-230.0,-200.0,0.098,UFC Fight Night: Smith vs Walker,May 13 2023
Alex Morono,130.0,140.0,165.0,0.073,UFC,Oct 08 2023
Alex Morono,-350.0,-370.0,-290.0,0.004,UFC,Apr 06 2024
Alex Morono,-278.0,-300.0,-275.0,0.006,UFC,Jun 02 2024
Alex Munoz,150.0,120.0,146.0,0.033,UFC on ESPN 22: Whittaker vs. Gastelum,Apr 17 2021
Alex Nicholson,435.0,500.0,525.0,0.001,UFC Fight Night 82: Hendricks vs. Thompson,Feb 06 2016
Alex Nicholson,175.0,180.0,180.0,0.039,UFC Fight Night 91: McDonald vs. Lineker,Jul 13 2016
Alex Nicholson,235.0,145.0,167.0,0.155,UFC Fight Night 98: Dos Anjos vs. Ferguson,Nov 05 2016
Alex Nicholson,130.0,145.0,150.0,0.0,UFC Fight Night 109: Gustafsson vs. Teixeira,May 28 2017
Alex Oliveira,325.0,550.0,550.0,0.346,UFC Fight Night 62: Maia vs. LaFlare,Mar 21 2015
Alex Oliveira,-115.0,-185.0,-170.0,-0.1969999999999999,UFC Fight Night 67: Alves vs. Condit,May 30 2015
Alex Oliveira,-350.0,-425.0,-410.0,0.205,UFC Fight Night 70: Machida vs. Romero,Jun 27 2015
Alex Oliveira,-315.0,-280.0,-280.0,0.0289999999999999,UFC Fight Night 77: Belfort vs. Henderson 3,Nov 07 2015
Alex Oliveira,175.0,210.0,230.0,-0.017,UFC Fight Night 83: Cowboy vs. Cowboy,Feb 21 2016
Alex Oliveira,-265.0,-239.0,-220.0,0.04,UFC on FOX 20: Holm vs. Shevchenko,Jul 23 2016
Alex Oliveira,200.0,245.0,260.0,0.15,UFC Fight Night 96: Lineker vs. Dodson,Oct 01 2016
Alex Oliveira,100.0,-147.0,-140.0,-0.18,UFC 207: Nunes vs. Rousey,Dec 30 2016
Alex Oliveira,125.0,175.0,175.0,0.182,UFC Fight Night 106: Belfort vs. Gastelum,Mar 11 2017
Alex Oliveira,160.0,144.0,155.0,0.071,UFC on FOX 25: Weidman vs. Gastelum,Jul 22 2017
Alex Oliveira,-215.0,-390.0,-370.0,0.358,UFC 218: Holloway vs. Aldo 2,Dec 02 2017
Alex Oliveira,-160.0,-189.0,-175.0,0.154,UFC on FOX 29: Poirier vs. Gaethje,Apr 14 2018
Alex Oliveira,-245.0,-500.0,-500.0,-0.173,UFC Fight Night 137: Santos vs. Anders,Sep 22 2018
Alex Oliveira,-120.0,125.0,135.0,0.196,UFC 231: Holloway vs. Ortega,Dec 08 2018
Alex Oliveira,-175.0,-172.0,-160.0,0.0289999999999999,UFC on ESPN+ 8: Jacare vs. Hermansson,Apr 27 2019
Alex Oliveira,-185.0,-155.0,-141.0,0.076,UFC on ESPN+ 18: Hermansson vs. Cannonier,Sep 28 2019
Alex Oliveira,-215.0,-152.0,-137.0,0.133,UFC 248: Adesanya vs. Romero,Mar 07 2020
Alex Oliveira,-170.0,-139.0,-115.0,-0.225,UFC on ESPN 14: Whittaker vs. Till,Jul 25 2020
Alex Oliveira,-150.0,110.0,120.0,0.228,UFC 254: Khabib vs. Gaethje,Oct 24 2020
Alex Oliveira,125.0,105.0,120.0,-0.061,UFC 261: Usman vs. Masvidal 2,Apr 24 2021
Alex Oliveira,-110.0,150.0,176.0,-0.283,UFC Fight Night: Santos vs. Walker,Oct 02 2021
Alex Oliveira,170.0,285.0,425.0,0.382,UFC Fight Night 204,Mar 05 2022
Alex Pereira,-150.0,-303.0,-256.0,-0.223,UFC 268: Usman vs. Covington 2,Nov 06 2021
Alex Pereira,-170.0,-225.0,-190.0,-0.0819999999999999,UFC,Mar 12 2022
Alex Pereira,150.0,100.0,110.0,-0.214,UFC 276: Adesanya vs. Cannonier,Jul 02 2022
Alex Pereira,170.0,175.0,460.0,0.14,UFC 281,Nov 12 2022
Alex Pereira,128.0,-120.0,-110.0,-0.215,UFC,Jul 30 2023
Alex Pereira,105.0,-125.0,-108.0,-0.114,UFC,Nov 12 2023
Alex Pereira,-163.0,-155.0,-130.0,-0.07,UFC 300,Apr 14 2024
Alex Pereira,-135.0,-155.0,-145.0,-0.042,UFC 303,Jun 30 2024
Alex Pereira,-535.0,-520.0,-440.0,0.022,UFC,Oct 06 2024
Alex Perez,-260.0,-420.0,-400.0,0.353,UFC Fight Night 123: Swanson vs. Ortega,Dec 09 2017
Alex Perez,-160.0,100.0,120.0,-0.243,UFC on FOX 28: Stephens vs. Emmett,Feb 24 2018
Alex Perez,-120.0,-120.0,-120.0,0.083,UFC 227: Dillashaw vs. Garbrandt 2,Aug 04 2018
Alex Perez,155.0,-127.0,-120.0,-0.412,UFC: The Ultimate Fighter 28 Finale: Dos Anjos vs. Usman,Nov 30 2018
Alex Perez,-185.0,-390.0,-357.0,0.401,UFC on ESPN 2: Barboza vs. Gaethje,Mar 30 2019
Alex Perez,-280.0,-278.0,-240.0,-0.022,UFC on ESPN+ 24: Blaydes vs. Dos Santos,Jan 25 2020
Alex Perez,110.0,-145.0,-139.0,0.188,UFC 250: Nunes vs. Spencer,Jun 06 2020
Alex Perez,180.0,220.0,225.0,0.13,UFC 255: Figueiredo vs. Perez,Nov 21 2020
Alex Perez,-303.0,-333.0,-333.0,0.0289999999999999,UFC 269,Dec 11 2021
Alex Perez,-375.0,-400.0,-400.0,0.025,UFC 271,Feb 12 2022
Alex Perez,,,,,UFC Fight Night 211,Jun 04 2022
Alex Perez,235.0,137.0,170.0,0.0969999999999999,UFC 277: Pena vs. Nunes 2,Jul 30 2022
Alex Perez,190.0,160.0,170.0,-0.098,UFC Fight Night 222,Mar 25 2023
Alex Perez,250.0,275.0,320.0,-0.0559999999999999,UFC,Mar 02 2024
Alex Perez,145.0,140.0,160.0,0.012,UFC,Apr 28 2024
Alex Perez,142.0,175.0,210.0,0.18,UFC,Jun 15 2024
Alex Reyes,355.0,335.0,343.0,0.004,UFC Fight Night 116: Rockhold vs. Branch,Sep 16 2017
Alex Reyes,240.0,340.0,410.0,-0.078,UFC Fight Night: Grasso vs. Shevchenko 2,Sep 16 2023
Alex Reyes,700.0,700.0,810.0,-0.015,UFC,Aug 17 2024
Alex Ricci,145.0,125.0,125.0,-0.089,UFC on FOX 21: Maia vs. Condit,Aug 27 2016
Alex Soto,320.0,365.0,365.0,0.0969999999999999,UFC 139: Shogun vs. Henderson,Nov 19 2011
Alex Soto,170.0,200.0,215.0,0.123,UFC on FUEL TV 3: Korean Zombie vs. Poirier,May 15 2012
Alex Volkanovski,-190.0,-175.0,-155.0,-0.0289999999999999,UFC Fight Night 101: Whittaker vs. Brunson,Nov 26 2016
Alex Volkanovski,-505.0,-640.0,-615.0,0.2339999999999999,UFC Fight Night 121: Werdum vs. Tybura,Nov 18 2017
Alex Volkanovski,-175.0,-200.0,-191.0,0.086,UFC 221: Romero vs. Rockhold,Feb 10 2018
Alex Volkanovski,-160.0,-220.0,-220.0,0.223,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14 2018
Alex Volkanovski,150.0,110.0,130.0,0.075,UFC 232: Jones vs. Gustafsson 2,Dec 29 2018
Alex Volkanovski,145.0,125.0,125.0,0.083,UFC 237: Namajunas vs. Andrade,May 11 2019
Alex Volkanovski,380.0,275.0,300.0,0.055,UFC 284: Makhachev vs. Volkanovski,Feb 12 2023
Alex Volkanovski,-500.0,-425.0,-370.0,-0.179,UFC,Jul 09 2023
Alex White,125.0,-105.0,105.0,-0.125,UFC on FOX 11: Werdum vs. Browne,Apr 19 2014
Alex White,-155.0,-185.0,-175.0,-0.0579999999999999,UFC Fight Night 45: Cerrone vs. Miller,Jul 16 2014
Alex White,-140.0,105.0,115.0,0.184,UFC 181: Hendricks vs. Lawler 2,Dec 06 2014
Alex White,-150.0,115.0,115.0,0.225,UFC Fight Night 82: Hendricks vs. Thompson,Feb 06 2016
Alex White,150.0,143.0,150.0,-0.012,UFC Fight Night 103: Rodriguez vs. Penn,Jan 15 2017
Alex White,-170.0,-220.0,-210.0,0.179,UFC 215: Nunes vs. Shevchenko 2,Sep 09 2017
Alex White,170.0,140.0,158.0,-0.084,UFC Fight Night 124: Stephens vs. Choi,Jan 14 2018
Alex White,-110.0,-185.0,-175.0,0.314,UFC 228: Woodley vs. Till,Sep 08 2018
Alex White,-175.0,-152.0,-135.0,0.078,UFC on ESPN+ 4: Lewis vs. Dos Santos,Mar 09 2019
Alex White,145.0,155.0,165.0,0.061,UFC on ESPN+ 20: Maia vs. Askren,Oct 26 2019
Alex da Silva,-110.0,117.0,130.0,-0.05,UFC on ESPN+ 7: Overeem vs. Oleinik,Apr 20 2019
Alex da Silva,-245.0,-340.0,-280.0,-0.071,UFC on ESPN+ 14: Shevchenko vs. Carmouche 2,Aug 10 2019
Alex da Silva,205.0,250.0,280.0,0.176,UFC 253: Adesanya vs. Costa,Sep 26 2020
Alex da Silva,205.0,140.0,170.0,-0.225,UFC Fight Night 211,Jun 04 2022
Alexander Gustafsson,125.0,110.0,110.0,-0.071,UFC 105: Couture vs Vera,Nov 14 2009
Alexander Gustafsson,340.0,350.0,350.0,0.022,UFC 112: Invincible,Apr 10 2010
Alexander Gustafsson,-125.0,-155.0,-155.0,-0.094,UFC 120: Bisping vs. Akiyama,Oct 16 2010
Alexander Gustafsson,-325.0,-350.0,-350.0,0.103,UFC 127: Penn vs. Fitch,Feb 26 2011
Alexander Gustafsson,-150.0,-150.0,-150.0,0.125,UFC 133: Evans vs. Ortiz 2,Aug 06 2011
Alexander Gustafsson,-320.0,-330.0,-330.0,-0.0069999999999999,UFC 141: Lesnar vs. Overeem,Dec 30 2011
Alexander Gustafsson,-210.0,-260.0,-260.0,-0.066,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14 2012
Alexander Gustafsson,-140.0,-280.0,-275.0,0.4029999999999999,UFC on FOX 5: Henderson vs. Diaz,Dec 08 2012
Alexander Gustafsson,425.0,550.0,660.0,0.255,UFC 165: Jones vs. Gustafsson,Sep 21 2013
Alexander Gustafsson,-405.0,-525.0,-520.0,0.271,UFC Fight Night 37: Gustafsson vs. Manuwa,Mar 08 2014
Alexander Gustafsson,-190.0,-290.0,-275.0,-0.128,UFC on FOX 14: Gustafsson vs. Johnson,Jan 24 2015
Alexander Gustafsson,170.0,215.0,244.0,-0.095,UFC 192: Cormier vs. Gustafsson,Oct 03 2015
Alexander Gustafsson,-600.0,-700.0,-685.0,-0.02,UFC Fight Night 93: Arlovski vs. Barnett,Sep 03 2016
Alexander Gustafsson,-175.0,-310.0,-300.0,-0.183,UFC Fight Night 109: Gustafsson vs. Teixeira,May 28 2017
Alexander Gustafsson,170.0,245.0,250.0,0.2239999999999999,UFC 232: Jones vs. Gustafsson 2,Dec 29 2018
Alexander Gustafsson,-245.0,-335.0,-320.0,0.24,UFC on ESPN+ 11: Gustafsson vs. Smith,Jun 01 2019
Alexander Gustafsson,-240.0,-333.0,-274.0,0.111,UFC on ESPN 14: Whittaker vs. Till,Jul 25 2020
Alexander Gustafsson,170.0,155.0,180.0,0.064,UFC Fight Night: Blaydes vs. Aspinall,Jul 23 2022
Alexander Gustafsson,-175.0,-175.0,-175.0,,UFC 282,Dec 10 2022
Alexander Hernandez,250.0,335.0,360.0,0.2189999999999999,UFC 222: Cyborg vs. Kunitskaya,Mar 03 2018
Alexander Hernandez,-120.0,-110.0,-102.0,0.023,UFC on FOX 30: Alvarez vs. Poirier 2,Jul 28 2018
Alexander Hernandez,-130.0,-220.0,-200.0,0.306,UFC on ESPN+ 1: Cejudo vs. Dillashaw,Jan 19 2019
Alexander Hernandez,-175.0,-250.0,-212.0,0.198,UFC on ESPN 4: Dos Anjos vs. Edwards,Jul 20 2019
Alexander Hernandez,-350.0,-500.0,-455.0,0.176,UFC on ESPN+ 39: Hall vs. Silva,Oct 31 2020
Alexander Hernandez,-140.0,-227.0,-213.0,-0.182,UFC Fight Night 186: Rozenstruik vs. Gane,Feb 27 2021
Alexander Hernandez,180.0,138.0,160.0,0.065,UFC 282,Dec 10 2022
Alexander Hernandez,105.0,-125.0,-115.0,-0.114,UFC Fight Night,Oct 07 2023
Alexander Hernandez,-188.0,-196.0,-180.0,0.07,UFC,Apr 06 2024
Alexander Munoz,-188.0,-240.0,-210.0,-0.062,UFC Fight Night 225,Jul 15 2023
Alexander Romanov,-400.0,-500.0,-455.0,0.143,UFC on ESPN+ 35: Waterson vs. Hill,Sep 12 2020
Alexander Romanov,-115.0,-184.0,-138.0,0.208,UFC on ESPN 22: Whittaker vs. Gastelum,Apr 17 2021
Alexander Romanov,-400.0,-600.0,-510.0,0.143,UFC Fight Night: Dern vs. Rodriguez,Oct 09 2021
Alexander Romanov,-300.0,-300.0,-300.0,,UFC,Feb 19 2022
Alexander Romanov,-500.0,-500.0,-500.0,0.032,UFC Fight Night: Lemos vs. Andrade,Apr 23 2022
Alexander Romanov,-240.0,-400.0,-315.0,0.1969999999999999,UFC 278: Usman vs. Edwards 2,Aug 20 2022
Alexander Romanov,-120.0,-163.0,-163.0,0.17,UFC Fight Night 221,Mar 11 2023
Alexander Volkanovski,175.0,162.0,170.0,0.072,UFC 245: Usman vs. Covington,Dec 14 2019
Alexander Volkanovski,-190.0,-230.0,-189.0,0.033,UFC 251: Usman vs. Masvidal,Jul 11 2020
Alexander Volkanovski,-185.0,-200.0,-178.0,-0.006,UFC 266: Volkanovski vs. Ortega,Sep 25 2021
Alexander Volkanovski,-330.0,-770.0,-550.0,0.349,UFC 273,Apr 09 2022
Alexander Volkanovski,-146.0,-205.0,-175.0,0.135,UFC 276: Adesanya vs. Cannonier,Jul 02 2022
Alexander Volkanovski,215.0,190.0,220.0,0.031,UFC 294,Oct 21 2023
Alexander Volkov,110.0,125.0,130.0,0.005,UFC Fight Night 99: Mousasi vs. Hall 2,Nov 19 2016
Alexander Volkov,-140.0,-158.0,-155.0,-0.047,UFC on FOX 24: Johnson vs. Reis,Apr 15 2017
Alexander Volkov,-175.0,-130.0,-121.0,-0.141,UFC Fight Night 115: Volkov vs. Struve,Sep 02 2017
Alexander Volkov,175.0,175.0,180.0,0.046,UFC Fight Night 127: Werdum vs. Volkov,Mar 17 2018
Alexander Volkov,-185.0,-175.0,-155.0,-0.021,UFC 229: Nurmagomedov vs. McGregor,Oct 06 2018
Alexander Volkov,-175.0,-333.0,-270.0,-0.17,UFC on ESPN+ 21: Zabit vs. Kattar,Nov 09 2019
Alexander Volkov,200.0,265.0,320.0,0.241,UFC on ESPN 11: Blaydes vs. Volkov,Jun 20 2020
Alexander Volkov,-160.0,-189.0,-180.0,-0.051,UFC 254: Khabib vs. Gaethje,Oct 24 2020
Alexander Volkov,105.0,-188.0,-162.0,-0.296,UFC Fight Night 184: Overeem vs. Volkov,Feb 06 2021
Alexander Volkov,115.0,125.0,140.0,0.069,UFC Fight Night 190: Gane vs. Volkov,Jun 26 2021
Alexander Volkov,-210.0,-333.0,-260.0,0.157,UFC 267: Brachowicz vs. Teixeira,Oct 30 2021
Alexander Volkov,-146.0,100.0,125.0,-0.295,UFC Fight Night 205,Mar 19 2022
Alexander Volkov,-160.0,-185.0,-158.0,-0.019,UFC Fight Night 211,Jun 04 2022
Alexander Volkov,-150.0,123.0,135.0,0.2689999999999999,UFC Fight Night 221,Mar 11 2023
Alexander Volkov,-188.0,-250.0,-210.0,0.155,UFC 293,Sep 10 2023
Alexander Volkov,185.0,175.0,200.0,-0.018,UFC,Jun 22 2024
Alexander Volkov,180.0,188.0,205.0,0.06,UFC,Oct 26 2024
Alexander Yakovlev,300.0,360.0,405.0,0.172,UFC: The Ultimate Fighter Brazil 3 Finale,May 31 2014
Alexander Yakovlev,170.0,188.0,190.0,0.066,UFC Fight Night 53: Nelson vs. Story,Oct 04 2014
