name,height,reach,stance,dob,url,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,num_fights
Wagner Prado,"6' 0""","74""",Southpaw,30-Dec-86,http://ufcstats.com/fighter-details/7f6ef4e1227600bc,1.72,40,3.06,50,0,0,22,0,0
CJ Keith,"6' 0""",--,Orthodox,09-Aug-86,http://ufcstats.com/fighter-details/c0eecd851dbf3146,0.86,50,1.82,50,0,0,62,0,0
Byron Bloodworth,"5' 8""",--,Orthodox,16-Aug-83,http://ufcstats.com/fighter-details/ecdf14f4f8643d39,1.82,28,5.18,50,0,0,0,0,0
Shane del Rosario,"6' 4""",--,Southpaw,23-Sep-83,http://ufcstats.com/fighter-details/85980f5da429c0a6,3.93,60,2.97,54,1.2,40,16,2.4,0
Jonathan Brookins,"6' 0""","74""",Southpaw,13-Aug-85,http://ufcstats.com/fighter-details/b0a6124751a56bc4,2.69,39,3.63,56,1.94,17,80,0.3,0
John Cofer,"5' 9""",--,Southpaw,29-Apr-84,http://ufcstats.com/fighter-details/8b260672a21d1fd6,2.73,41,3.43,62,1.22,50,64,0,0
Jared Papazian,"5' 8""","67""",Southpaw,01-Feb-88,http://ufcstats.com/fighter-details/edad57b3dddf2168,3.33,39,3.81,44,0,0,50,0,0
Manuel Rodriguez,"5' 9""",--,Orthodox,25-Apr-85,http://ufcstats.com/fighter-details/5a6e4d2f0c76a242,0.81,33,3.23,38,9.09,75,0,0,0
Brendan Loughnane,"5' 10""","70""",Switch,05-Dec-89,http://ufcstats.com/fighter-details/b788862dd1c11eac,6.23,63,6.7,53,1.5,30,92,0,0
Nick Penner,"6' 4""",--,Southpaw,26-Mar-80,http://ufcstats.com/fighter-details/879b8df81523d91b,1.25,30,4.6,38,0,0,40,0,0
Henry Martinez,"5' 7""","69""",Southpaw,07-Aug-83,http://ufcstats.com/fighter-details/76729a829623e266,2.79,25,4.01,60,0,0,80,0,0
Marcus LeVesseur,"5' 9""","70""",Southpaw,17-Jul-82,http://ufcstats.com/fighter-details/182f2b78582de3d8,2.55,64,3.7,37,3.89,36,83,0.6,0
Mark Hominick,"5' 8""","68""",Orthodox,22-Jul-82,http://ufcstats.com/fighter-details/0a97691039c4bbfb,4.08,42,4.18,69,0.25,66,71,0.9,0
Chad Griggs,"6' 1""","73""",Orthodox,15-May-78,http://ufcstats.com/fighter-details/fdf18227faa596dd,2.67,50,2.22,46,1.51,66,41,0,0
Rich Franklin,"6' 1""","76""",Southpaw,05-Oct-74,http://ufcstats.com/fighter-details/d897897060f10a3a,4.1,44,2.07,62,1.31,66,63,0.7,0
Zhang Tiequan,"5' 8""","69""",Orthodox,25-Jul-78,http://ufcstats.com/fighter-details/c23e3d4875340d8d,1.23,36,2.14,51,1.95,58,75,3.4,0
Jeff Hougland,"5' 7""","68""",Orthodox,02-Aug-78,http://ufcstats.com/fighter-details/97a8f39186f489db,1.86,48,3.46,47,0.86,18,0,1.1,0
Yasuhiro Urushitani,"5' 5""",--,Southpaw,08-Sep-76,http://ufcstats.com/fighter-details/c34e5849184b08c3,3.47,39,4.71,65,0,0,80,0,0
Tom DeBlass,"6' 0""",--,Orthodox,14-May-82,http://ufcstats.com/fighter-details/0bcfe2513cb3bc39,1.5,35,4.43,37,1,50,28,0.5,0
Stephan Bonnar,"6' 4""","79""",Orthodox,04-Apr-77,http://ufcstats.com/fighter-details/c6a33ff198aaaeeb,2.76,38,3.01,52,1.32,40,60,1,0
Joey Gambino,"5' 7""",--,Orthodox,26-Oct-88,http://ufcstats.com/fighter-details/10559c53de0b950e,2.47,35,2.53,51,0,0,42,0.8,0
Luiz Cane,"6' 2""","77""",Southpaw,24-Apr-81,http://ufcstats.com/fighter-details/24b033b3daf1c9df,4.79,41,5,60,0.56,28,100,0.3,0
Aaron Simpson,"6' 0""","73""",Orthodox,20-Jul-74,http://ufcstats.com/fighter-details/d5f820c11a121050,3.6,52,2.53,56,3.78,34,83,0.5,0
Carlo Prater,"5' 11""","72""",Switch,25-Jun-81,http://ufcstats.com/fighter-details/4f853e98886283cf,2.03,47,4.07,35,0.43,9,57,1.7,0
Shane Roller,"5' 10""","72""",Orthodox,14-Jul-79,http://ufcstats.com/fighter-details/75e0d3cc2262b732,2.04,34,2.65,60,2.46,33,42,1.9,0
Dan Hardy,"6' 0""","74""",Orthodox,17-May-82,http://ufcstats.com/fighter-details/473ce3aa581251a2,2.46,35,3.44,51,0.73,35,35,0.4,0
Duane Ludwig,"5' 10""","70""",Orthodox,04-Aug-78,http://ufcstats.com/fighter-details/84ac950d4c1722dd,4.62,44,3.05,57,0.43,25,59,0.1,0
DaMarques Johnson,"6' 1""","75""",Orthodox,28-Jun-82,http://ufcstats.com/fighter-details/322a56923b396b4d,2.11,37,3.75,51,1.18,55,19,0.7,0
Jason Young,"5' 9""","73""",Orthodox,28-Jun-86,http://ufcstats.com/fighter-details/f59e9e49ef85b469,2.97,37,3.2,50,1.98,66,55,0,0
Walel Watson,"5' 11""","75""",Orthodox,16-Jul-84,http://ufcstats.com/fighter-details/92aafa8f4b26269b,2.1,29,3.79,43,0,0,61,1.4,0
Buddy Roberts,"6' 2""",--,Orthodox,17-Oct-82,http://ufcstats.com/fighter-details/b2a2da86546ddb19,2.17,34,2.08,70,0,0,76,0.7,0
Tommy Hayden,"5' 9""",--,Southpaw,11-Mar-86,http://ufcstats.com/fighter-details/0871254cd790c250,1.48,27,2.05,55,3.42,33,66,0,0
Ken Stone,"5' 8""","71""",Southpaw,08-Oct-82,http://ufcstats.com/fighter-details/fbf0947399d14323,3.85,49,2.9,48,1.24,33,60,0.6,0
Eiji Mitsuoka,"5' 7""",--,Southpaw,01-Jan-76,http://ufcstats.com/fighter-details/2b4faacc16d66898,1.49,49,2.26,45,2.3,36,20,1.6,0
Oli Thompson,"6' 1""","75""",Orthodox,02-Jan-80,http://ufcstats.com/fighter-details/dcdd511ff757f15c,1.66,46,5.31,46,0,0,50,0.5,0
Michihiro Omigawa,"5' 6""","68""",Orthodox,19-Dec-75,http://ufcstats.com/fighter-details/9f842be1a5337be6,2.01,39,3.06,64,1.19,36,49,1.5,0
Damacio Page,"5' 6""","66""",Orthodox,30-Sep-82,http://ufcstats.com/fighter-details/c96e2ae6021144a1,2.05,38,2.47,51,2.63,64,23,0.9,0
Josh Ferguson,"5' 5""",--,Orthodox,13-May-88,http://ufcstats.com/fighter-details/b0f316c60f8d3b47,2.13,43,4.18,32,0.59,11,54,0,0
Dan Stittgen,"6' 1""",--,Orthodox,17-Nov-80,http://ufcstats.com/fighter-details/cc3147b49c7d7d92,2.97,46,4.42,37,0.78,100,100,0,0
Forrest Griffin,"6' 3""","77""",Orthodox,16-Mar-79,http://ufcstats.com/fighter-details/fcffee71cff5530e,4.38,36,2.81,61,1.05,48,57,0.7,0
Tito Ortiz,"6' 3""","74""",Orthodox,23-Jan-75,http://ufcstats.com/fighter-details/2f732dd9210d301f,2.59,46,2.88,60,2.47,35,54,0.6,0
John Alessio,"5' 10""","72""",Orthodox,05-Jul-79,http://ufcstats.com/fighter-details/7a15f3694c5cbc02,2.1,39,2.91,54,1.85,38,70,1.2,0
Yoislandy Izquierdo,"5' 11""",--,Southpaw,09-Jan-84,http://ufcstats.com/fighter-details/afc2a7ce0c763bd5,2.93,52,1.4,26,0,0,50,0,0
Anistavio Medeiros,"5' 6""",--,Orthodox,01-May-88,http://ufcstats.com/fighter-details/2937cb502dda0808,3.64,44,5,47,0,0,0,0,0
Delson Heleno,"5' 11""",--,Orthodox,16-Nov-77,http://ufcstats.com/fighter-details/970beed85bc46b63,0.69,75,4.83,19,0,0,0,0,0
John Teixeira,"5' 7""",--,Orthodox,18-Nov-86,http://ufcstats.com/fighter-details/86061eaba822bfea,3.36,35,3.2,63,1,27,71,0.7,0
Wagner Campos,"5' 6""",--,Southpaw,31-Jul-81,http://ufcstats.com/fighter-details/db6d5f691aea3fd3,1.54,41,2.53,51,2.71,100,0,0,0
Spencer Fisher,"5' 7""","68""",Southpaw,09-May-76,http://ufcstats.com/fighter-details/f34312c2ccfa0e00,3.17,43,3.03,64,0.67,30,60,0.8,0
Luis Ramos,"5' 8""",--,Orthodox,18-Jan-81,http://ufcstats.com/fighter-details/7bc475b0fc2020ab,2.4,35,5.6,42,1.5,20,100,0,0
Ricardo Funch,"5' 10""","74""",Southpaw,14-Aug-80,http://ufcstats.com/fighter-details/e9e1acc96536bb4f,2.61,65,3.57,40,1.24,18,60,0,0
Carlos Eduardo Rocha,"5' 10""","73""",Orthodox,12-Jul-81,http://ufcstats.com/fighter-details/4f736494fc733095,1.24,34,1.85,55,0,0,52,1.4,0
Bernardo Magalhaes,"5' 9""",--,Orthodox,08-Apr-81,http://ufcstats.com/fighter-details/7a613f78dd7ee8f8,1.8,27,3.37,68,0,0,0,0.5,0
Jake Hecht,"6' 0""","73""",Orthodox,09-Feb-84,http://ufcstats.com/fighter-details/e57fdbea1b828202,3.26,47,2.76,56,2.04,37,40,0,0
Pat Schilling,"5' 8""",--,Orthodox,28-Aug-88,http://ufcstats.com/fighter-details/de12bd65e2f46478,1.87,26,8.24,52,0,0,0,0,0
Chris Tickle,"5' 9""",--,,01-Feb-82,http://ufcstats.com/fighter-details/1d1b85389a05df69,1.07,40,1.13,43,1,25,20,2,0
Chris Saunders,"5' 8""",--,,11-Mar-86,http://ufcstats.com/fighter-details/b35a159f525764eb,1.48,22,2.96,75,3.7,100,0,0,0
Jason Miller,"6' 1""",--,Orthodox,24-Dec-80,http://ufcstats.com/fighter-details/b2f88c04c4dd43ce,1.83,43,2.3,49,1.31,28,43,1.3,0
Jorge Lopez,"5' 10""",--,Orthodox,21-Nov-88,http://ufcstats.com/fighter-details/ee624ee2a18f2a43,2.47,59,2.57,50,3.5,41,81,0,0
Jason MacDonald,"6' 3""","80""",Orthodox,03-Jun-75,http://ufcstats.com/fighter-details/2be6596a9db33bf5,1.55,52,2.7,46,1.43,16,35,2,0
Kamal Shalorus,"5' 8""","68""",Orthodox,27-Aug-72,http://ufcstats.com/fighter-details/ece280745f8727b8,3.06,32,2.99,70,2.07,50,80,0,0
Jeff Curran,"5' 6""","69""",Orthodox,02-Sep-77,http://ufcstats.com/fighter-details/a8ea84cbe1655f0a,1.54,31,2.48,60,0.35,12,35,1.2,0
Alex Soto,"5' 8""",--,Southpaw,15-Feb-84,http://ufcstats.com/fighter-details/d18dbcb0f8e2b55d,2.95,25,5.02,59,2.82,30,0,0,0
Nick Denis,"5' 7""",--,Orthodox,11-Oct-83,http://ufcstats.com/fighter-details/e4aaaa34535e32b6,6.54,53,5.42,36,2.8,100,80,0,0
Mike Massenzio,"6' 2""","73""",Southpaw,01-Nov-82,http://ufcstats.com/fighter-details/5b2d7906aa894274,2.08,45,3.59,54,2.74,24,50,1.4,0
Miguel Torres,"5' 9""","76""",Orthodox,18-Jan-81,http://ufcstats.com/fighter-details/33b2f68ef95252e0,3.98,43,1.86,74,0,0,17,1.6,0
Eddie Yagin,"5' 7""",--,Orthodox,23-Mar-79,http://ufcstats.com/fighter-details/cc84b68f862b466f,3.13,30,5.77,42,0,0,62,1,0
Eric Wisely,"5' 8""",--,Southpaw,25-Jul-84,http://ufcstats.com/fighter-details/53f84637dfffab7a,1.42,47,2.08,56,0,0,27,0.9,0
Aaron Rosa,"6' 4""","77""",Orthodox,28-May-83,http://ufcstats.com/fighter-details/11f8860028b68fcf,4.03,47,4.41,45,0.36,33,85,0.4,0
Mackens Semerzier,"5' 9""","72""",Orthodox,03-Nov-80,http://ufcstats.com/fighter-details/51b1e2fd9872005b,2.91,45,3.48,46,2.14,50,50,2.1,0
Steve Cantwell,"6' 2""","75""",Orthodox,08-Dec-86,http://ufcstats.com/fighter-details/f1f9e48a0d150757,3.63,34,5.76,55,0.65,30,80,0.7,0
Chris Cope,"6' 0""","72""",Orthodox,05-Mar-83,http://ufcstats.com/fighter-details/8c8c92a12621d7e0,3.96,26,4.82,50,0,0,80,0,0
Jon Olav Einemo,"6' 6""",--,Orthodox,10-Dec-75,http://ufcstats.com/fighter-details/0577808d22dfe79c,2.15,52,3.05,52,1.73,55,43,0,0
Christian Morecraft,"6' 6""","81""",Orthodox,08-Sep-86,http://ufcstats.com/fighter-details/80779d7441af1b52,2.82,34,2.46,46,3.26,66,50,2.2,0
Jorge Rivera,"6' 1""","73""",Orthodox,28-Feb-72,http://ufcstats.com/fighter-details/cb46dface0e28a2c,3.16,48,2.64,54,0.84,50,63,0.1,0
Eric Schafer,"6' 3""","76""",Orthodox,20-Sep-77,http://ufcstats.com/fighter-details/f59f1d3a2ff13edd,1.89,34,3.38,56,1.81,36,50,1.8,0
Daniel Roberts,"5' 10""","74""",Southpaw,05-Aug-80,http://ufcstats.com/fighter-details/22edaf53ad59a967,0.73,20,2.27,46,2.46,44,40,2.5,0
Joseph Sandoval,"5' 7""",--,Southpaw,11-May-86,http://ufcstats.com/fighter-details/696002b59f09d73b,1.82,42,12.12,60,0,0,0,0,0
Junior Assuncao,"5' 9""","72""",Orthodox,24-Jun-81,http://ufcstats.com/fighter-details/d0d7160824278840,3.31,62,2.06,44,2.43,24,66,0.7,0
Claude Patrick,"5' 11""","75""",Orthodox,14-Jun-80,http://ufcstats.com/fighter-details/56116a79e4deed06,1.8,55,0.89,69,2.32,53,84,1.7,0
Krzysztof Soszynski,"6' 1""","77""",Open Stance,02-Aug-77,http://ufcstats.com/fighter-details/59583ff832fe9d68,3.37,39,3.13,58,0.52,25,71,1,0
Dennis Hallman,"5' 9""","72""",Orthodox,02-Dec-75,http://ufcstats.com/fighter-details/8a8a84b743ae7699,1.12,44,1.96,43,1.79,30,25,2.1,0
Rich Attonito,"5' 10""","72""",Orthodox,16-Jun-77,http://ufcstats.com/fighter-details/210935fd21670f6d,2.28,47,2.13,59,0.74,37,75,0,0
Stephen Bass,"5' 9""",--,Orthodox,14-Nov-82,http://ufcstats.com/fighter-details/1cecc8fe6748a532,4.87,52,5.87,55,0,0,0,0,0
Dustin Neace,"5' 9""","69""",,12-Sep-86,http://ufcstats.com/fighter-details/e503aa5c252a1b4d,2.08,32,2.66,56,0,0,0,1.7,0
Jason Brilz,"5' 11""","71""",Orthodox,07-Jul-75,http://ufcstats.com/fighter-details/497ba5b12a4bfc47,2.66,40,1.78,65,2.37,25,25,1.3,0
Nick Pace,"5' 7""","68""",Orthodox,17-Apr-87,http://ufcstats.com/fighter-details/8cb76103cd8a1562,1.48,34,3.14,57,2.52,43,54,0.5,0
Shamar Bailey,"5' 9""","75""",Southpaw,22-Sep-82,http://ufcstats.com/fighter-details/e2b8186b618b00c4,1.56,20,3.91,69,1.5,33,37,0,0
Clay Harvison,"6' 1""","74""",Orthodox,25-Sep-80,http://ufcstats.com/fighter-details/83a477a7dba1ca58,3.29,48,3.91,58,0.66,100,68,1.3,0
Cole Escovedo,"5' 7""","72""",Orthodox,30-Aug-81,http://ufcstats.com/fighter-details/5df17b3620145578,1.77,43,4.32,49,0.43,33,13,0,0
Paul Bradley,"5' 9""",--,Orthodox,13-Jun-83,http://ufcstats.com/fighter-details/c7011de4765d2497,2.26,32,4.13,56,1.12,16,100,0,0
Matt Lucas,"6' 1""",--,,--,http://ufcstats.com/fighter-details/668222c99c5c311d,1.27,48,3.93,40,1,10,0,0,0
Edward Faaloloto,--,"70""",Orthodox,15-Jul-84,http://ufcstats.com/fighter-details/6224e8d0a34264eb,2.28,32,6.25,44,1.01,25,33,0,0
Rob Broughton,"6' 2""","74""",Orthodox,03-Mar-83,http://ufcstats.com/fighter-details/a7d687e6ecb30981,2.83,60,2.54,51,0,0,26,3.2,0
Tyson Griffin,"5' 6""","68""",Orthodox,20-Apr-84,http://ufcstats.com/fighter-details/20205040232ed0f3,3.71,41,2.3,65,1.87,46,59,0.9,0
Eliot Marshall,"6' 2""","77""",Orthodox,07-Jul-80,http://ufcstats.com/fighter-details/a08d909a5be6f410,1.93,27,2.39,67,0.47,33,79,0.9,0
Danny Downes,"6' 0""","72""",Orthodox,08-Apr-86,http://ufcstats.com/fighter-details/a66395395b5f1394,1.66,34,3.53,37,0,0,37,0.5,0
Kenny Florian,"5' 10""","74""",Southpaw,26-May-76,http://ufcstats.com/fighter-details/cb139171ed1b69fe,2.41,40,1.85,63,2.22,33,60,1.3,0
Matt Hughes,"5' 9""","73""",Switch,13-Oct-73,http://ufcstats.com/fighter-details/621a6c59f88a44fe,2.14,53,1.36,53,2.95,50,35,1.2,0
Ricardo Romero,"6' 0""","76""",Orthodox,15-Apr-78,http://ufcstats.com/fighter-details/744e098e065cfdbe,2.17,55,4.77,46,1.63,10,100,3.3,0
Donny Walker,"5' 9""",--,,04-Jan-80,http://ufcstats.com/fighter-details/e6147d5ab3685899,1.81,37,3.85,46,0,0,57,1.7,0
Mike Lullo,"5' 8""",--,Orthodox,24-Jul-79,http://ufcstats.com/fighter-details/e26882820f9e8df5,2.48,36,4.84,40,1.18,11,0,0.6,0
Ian Loveland,"5' 8""",--,Orthodox,07-Sep-83,http://ufcstats.com/fighter-details/eea0274e153256a0,2.71,40,2.36,64,1,37,69,0.3,0
Chris Lytle,"5' 11""","68""",Orthodox,18-Aug-74,http://ufcstats.com/fighter-details/91acd6910b802a9e,3.76,45,3.03,58,0.7,55,55,2.4,0
TJ O'Brien,"6' 2""",--,Orthodox,01-Jan-87,http://ufcstats.com/fighter-details/d25b93992f285953,3.77,46,4.78,57,0.94,100,0,0,0
Jason Reinhardt,"5' 6""",--,Orthodox,31-Oct-69,http://ufcstats.com/fighter-details/02500fb9fd79a974,0.51,40,4.07,43,1.91,12,50,0,0
Andre Winner,"5' 11""","73""",Orthodox,09-Nov-81,http://ufcstats.com/fighter-details/b45d6b73f4ca4467,2.52,33,4.57,51,0,0,74,0,0
Javier Vazquez,"5' 7""","69""",Southpaw,16-Jul-77,http://ufcstats.com/fighter-details/be5cfd73617a5b1a,2.43,36,1.99,72,2.56,52,57,1.5,0
Joe Stevenson,"5' 7""","70""",Orthodox,15-Jun-82,http://ufcstats.com/fighter-details/79899ecf62020f6d,2.05,44,2.44,60,2.75,44,39,2.2,0
Curt Warburton,"6' 0""","73""",Orthodox,--,http://ufcstats.com/fighter-details/2721bb808bb2523c,2.13,42,3.44,43,2.35,50,83,0.9,0
Shane Carwin,"6' 2""","80""",Orthodox,04-Jan-75,http://ufcstats.com/fighter-details/68dd7b3783c19f9c,4.38,47,3.53,53,1.42,33,42,0,0
Jesse Bongfeldt,"6' 0""",--,Orthodox,28-Aug-80,http://ufcstats.com/fighter-details/934de214814b8ff4,2.91,62,1.01,50,1.51,33,33,0,0
Tim Credeur,"6' 3""","75""",Orthodox,09-Jul-77,http://ufcstats.com/fighter-details/89b8d1bf1ff09d1d,3.59,30,3.13,57,0.41,100,50,3.3,0
Chuck O'Neil,"6' 2""",--,,22-Sep-85,http://ufcstats.com/fighter-details/56bc9ccb609df534,3.13,37,4.4,72,0,0,0,0,0
Ryan McGillivray,"5' 11""",--,,27-Sep-86,http://ufcstats.com/fighter-details/1f9c371c93dfd3a9,1.27,20,2.2,52,0,0,44,0,0
Kendall Grove,"6' 6""","79""",Orthodox,12-Nov-82,http://ufcstats.com/fighter-details/234f3767ff0e5701,2.31,41,2.4,54,0.49,45,56,1.7,0
Randy Couture,"6' 1""","75""",Orthodox,22-Jun-63,http://ufcstats.com/fighter-details/0aa92558424ced9e,2.85,57,1.53,59,2.78,46,58,0.5,0
Charlie Valencia,"5' 3""","64""",Orthodox,31-Oct-74,http://ufcstats.com/fighter-details/8a0be41c0380188d,2.58,37,2.61,77,1.4,53,75,0.5,0
Ryan Jensen,"6' 1""","76""",Orthodox,20-Sep-77,http://ufcstats.com/fighter-details/aae99701b21554e4,2.84,39,2.99,59,1.55,50,31,1.9,0
Kyle Watson,"6' 0""",--,Southpaw,09-Aug-79,http://ufcstats.com/fighter-details/d7b2c0b53883ee80,3.67,35,3.25,62,0,0,100,0,0
Jon Madsen,"6' 0""","72""",Orthodox,12-Feb-80,http://ufcstats.com/fighter-details/7691a80e6ca3e55b,2.46,41,1.18,81,1.32,71,70,0,0
Kris McCray,"6' 0""","76""",Orthodox,24-Sep-81,http://ufcstats.com/fighter-details/baed16f18348908e,2.69,45,2.57,54,2.88,55,38,0,0
Sean McCorkle,"6' 7""","81""",Orthodox,17-Jul-76,http://ufcstats.com/fighter-details/008dc37cca279def,0.85,44,2.48,52,2.12,40,33,4.2,0
Mario Miranda,"6' 3""","74""",Orthodox,12-Jul-79,http://ufcstats.com/fighter-details/df2bf09c99594848,1.96,54,2.46,36,1.02,60,54,0,0
Waylon Lowe,"5' 7""",--,Southpaw,31-Oct-80,http://ufcstats.com/fighter-details/28f62d866c59c709,1.88,55,2.4,53,4.47,55,83,0.3,0
Ricardo Almeida,"6' 0""","74""",Orthodox,29-Nov-76,http://ufcstats.com/fighter-details/91186547a7f3f758,2.02,49,1.2,61,3.74,38,31,1.2,0
Kurt Pellegrino,"5' 8""","70""",Orthodox,07-May-79,http://ufcstats.com/fighter-details/aa1952ec0b3dd8e1,2.45,43,1.94,63,2.9,54,69,0.8,0
Rob Kimmons,"5' 10""","73""",Orthodox,30-Jan-81,http://ufcstats.com/fighter-details/054defd5420a551f,1.86,48,4.79,38,2.08,46,25,2.4,0
Todd Brown,"5' 11""",--,Orthodox,13-Dec-76,http://ufcstats.com/fighter-details/9b68bf67c5695185,2.15,45,3.85,48,0,0,50,0,0
Tom Blackledge,--,--,Orthodox,--,http://ufcstats.com/fighter-details/2adb11835acd815b,2.91,61,2.55,46,0,0,75,0,0
Chris Tuchscherer,"6' 2""","76""",Orthodox,08-Sep-75,http://ufcstats.com/fighter-details/df05aa15b2d66f57,1.35,31,3.17,47,1.19,18,0,0.6,0
Maciej Jewtuszko,"6' 0""",--,Southpaw,31-Jan-81,http://ufcstats.com/fighter-details/6b5b9be990774f0e,2.29,45,1.39,66,0,0,42,0.9,0
Antonio Banuelos,"5' 5""","63""",Orthodox,23-Sep-79,http://ufcstats.com/fighter-details/9ddfb3369a3b0394,2.69,33,3.15,58,1.62,62,86,0.4,0
Paul Kelly,"5' 9""","70""",Orthodox,12-Sep-84,http://ufcstats.com/fighter-details/aac5ac38148f0528,3.22,37,2.61,59,1.34,60,30,1.5,0
Paul Taylor,"6' 0""","72""",Orthodox,15-Dec-79,http://ufcstats.com/fighter-details/9b74de674c355425,4.44,47,4.47,55,0.27,25,56,0.5,0
Gabe Ruediger,"5' 10""",--,Orthodox,29-Aug-77,http://ufcstats.com/fighter-details/ccba80d4820ef557,1.7,31,5.16,41,2.04,11,28,0,0
Tim Hague,"6' 4""","76""",Orthodox,09-May-83,http://ufcstats.com/fighter-details/219a254e15d60135,2.79,47,4.14,46,1.72,33,85,0.9,0
Mike Guymon,"6' 0""","74""",Orthodox,17-Sep-74,http://ufcstats.com/fighter-details/eaea0fc7b76525a8,2.75,65,0.79,66,1.87,37,54,1.2,0
Willamy Freire,"5' 8""",--,Orthodox,28-Jul-87,http://ufcstats.com/fighter-details/f1f37d667bcd0d27,1.53,37,0.93,62,0.5,100,73,0,0
Amilcar Alves,"6' 0""",--,Southpaw,08-Aug-88,http://ufcstats.com/fighter-details/dc5a6b2fdb27e7dc,0.5,46,2.02,30,0,0,53,0,0
Marcus Davis,"5' 10""","70""",Southpaw,24-Aug-73,http://ufcstats.com/fighter-details/b7d524c77c27389b,2.72,39,2.79,65,1.6,48,47,1.4,0
Phil Baroni,"5' 9""","72""",Orthodox,16-Apr-76,http://ufcstats.com/fighter-details/1652f3213655b935,2.77,45,3.93,40,1.46,47,60,0.5,0
Greg Soto,"5' 11""","73""",Orthodox,03-Jun-86,http://ufcstats.com/fighter-details/9c669abd35b2522f,3.21,63,2.61,52,1.49,27,44,1,0
Antonio McKee,"5' 8""",--,Southpaw,12-Mar-70,http://ufcstats.com/fighter-details/3414b50b08a10600,1.37,45,0.74,74,1.47,33,57,0,0
Joe Doerksen,"6' 0""","75""",Orthodox,09-Oct-77,http://ufcstats.com/fighter-details/dbaaf42313af90fa,1.43,42,2.79,50,2.02,33,33,2.3,0
Dustin Hazelett,"6' 1""","76""",Orthodox,29-Apr-86,http://ufcstats.com/fighter-details/a149d6bc670cdb60,2.24,40,3.51,46,0.55,50,25,4.1,0
Pat Audinwood,"6' 0""",--,Orthodox,16-Apr-86,http://ufcstats.com/fighter-details/196ed28337adc630,1.17,12,4.31,41,0.8,50,0,0,0
Aaron Wilkinson,"5' 10""",--,Orthodox,31-Jan-87,http://ufcstats.com/fighter-details/338a11d3674eb2d4,0,0,0,100,7.32,100,0,0,0
Tyler Toner,"5' 8""","70""",Orthodox,31-Mar-83,http://ufcstats.com/fighter-details/8e893f269d5696b2,2.95,52,2.13,62,0,0,54,0.4,0
Sako Chivitchian,"5' 11""",--,Orthodox,11-Mar-84,http://ufcstats.com/fighter-details/9f7787e56a6bc0f4,2.4,27,4.8,46,0,0,100,0,0
Fredson Paixao,"5' 6""","66""",Orthodox,13-May-79,http://ufcstats.com/fighter-details/320edfb0332b7073,1.71,54,2.31,62,0.62,11,10,2.2,0
Maiquel Falcao,"5' 11""",--,Orthodox,08-Mar-81,http://ufcstats.com/fighter-details/d58478ded5534695,1.67,55,0.53,86,1,100,71,3,0
Gerald Harris,"5' 11""","77""",Southpaw,19-Nov-79,http://ufcstats.com/fighter-details/c4b81cdecd5d6abe,1.41,29,1.58,62,2.96,54,72,0,0
Brian Foster,"5' 9""","71""",Orthodox,03-Apr-84,http://ufcstats.com/fighter-details/3dc3022232b79c7a,3.3,39,1.63,65,3.67,60,37,1.8,0
Karo Parisyan,"5' 10""","72""",Orthodox,28-Aug-82,http://ufcstats.com/fighter-details/349aaa3da11eb587,2.49,41,2.19,58,5.27,59,59,1,0
Goran Reljic,"6' 3""","81""",Southpaw,20-Mar-84,http://ufcstats.com/fighter-details/132f860d02953f4c,1.69,37,2.69,59,1.69,50,33,1.1,0
Nick Osipczak,"6' 2""","76""",Orthodox,30-Dec-84,http://ufcstats.com/fighter-details/5b407acfe0ef9b76,2.83,50,3.77,50,1.2,45,71,1,0
Alexandre Ferreira,"5' 7""",--,Orthodox,25-Apr-79,http://ufcstats.com/fighter-details/28ba5f27e473420c,2.57,60,8.14,42,0,0,0,0,0
Mark Scanlon,"5' 9""",--,Orthodox,--,http://ufcstats.com/fighter-details/771b60ff889661c8,2.2,35,3.33,48,3,75,25,2,0
Seth Petruzelli,"6' 0""","76""",Orthodox,03-Dec-79,http://ufcstats.com/fighter-details/93b9496275bbbf80,2.17,41,2.08,55,0.46,50,47,2.3,0
Gilbert Yvel,"6' 2""","77""",Orthodox,30-Jun-76,http://ufcstats.com/fighter-details/d29b5c4f22c6357d,1.05,47,1.78,50,0,0,25,1,0
James Wilks,"6' 1""","75""",Orthodox,04-May-78,http://ufcstats.com/fighter-details/852454c572675334,1.82,45,2.03,50,1.27,22,66,3.8,0
Vinicius Queiroz,"6' 7""",--,Orthodox,29-Aug-83,http://ufcstats.com/fighter-details/2a8502954f49e682,3.67,51,4.1,41,5.07,70,100,0.7,0
Mark Holst,"6' 0""",--,Orthodox,14-Aug-85,http://ufcstats.com/fighter-details/c11f50e9c1513ce9,0.25,19,1.67,47,0.76,100,60,2.3,0
James McSweeney,"6' 4""","77""",Switch,24-Oct-80,http://ufcstats.com/fighter-details/cac08b8685387ca5,3.94,55,4.33,42,0.52,33,100,1.1,0
Matt Serra,"5' 6""","68""",Orthodox,02-Jun-74,http://ufcstats.com/fighter-details/86dfed7cc24a9fa7,1.98,39,2.64,46,2.05,20,38,0.9,0
Sean Sherk,"5' 6""","67""",Orthodox,05-Aug-73,http://ufcstats.com/fighter-details/029880cdbf5ca089,2.17,35,2.71,55,4.09,46,56,0.4,0
