name,height,reach,stance,dob,url,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,num_fights
Steve Lopez,"5' 11""",--,Orthodox,30-Jul-84,http://ufcstats.com/fighter-details/6085ceb59087514b,1.39,24,2.69,62,0,0,37,0,0
Julio Paulino,"6' 0""",--,Orthodox,04-Dec-75,http://ufcstats.com/fighter-details/60c72f7459827881,0.97,27,1.87,48,0,0,37,0.5,0
John Gunderson,"5' 9""","69""",Orthodox,05-Jan-79,http://ufcstats.com/fighter-details/a0c139b34f11421a,1.04,27,1.71,58,1.67,33,11,2,0
Tomasz Drwal,"6' 1""","76""",Orthodox,22-Jan-82,http://ufcstats.com/fighter-details/679a9054e2815943,3.29,38,2.26,57,3.55,60,82,0.4,0
Forrest Petz,"5' 9""","71""",Orthodox,22-Sep-75,http://ufcstats.com/fighter-details/e86bc32f5997a8f7,2.27,29,2.2,57,1.3,100,66,0,0
James Toney,"5' 9""",--,Orthodox,24-Aug-68,http://ufcstats.com/fighter-details/d10b35152277cf98,0,0,2.41,27,0,0,0,0,0
John Salter,"6' 1""","74""",Southpaw,21-Mar-85,http://ufcstats.com/fighter-details/010986ee359fb863,1.68,32,1.68,68,2.85,46,66,0.5,0
Rodney Wallace,"5' 9""","72""",Switch,21-Nov-81,http://ufcstats.com/fighter-details/b9415726dc3ec526,1.13,46,3.44,45,6,54,28,1,0
James Irvin,"6' 2""","75""",Orthodox,12-Sep-78,http://ufcstats.com/fighter-details/a7f4d0902bb64092,2.03,48,3.86,35,0,0,36,0.5,0
Steve Steinbeiss,"6' 3""","75""",Orthodox,05-May-81,http://ufcstats.com/fighter-details/0b5b6876c2a4723f,3.92,55,1.86,49,0.44,50,58,0,0
Keith Jardine,"6' 2""","76""",Orthodox,31-Oct-75,http://ufcstats.com/fighter-details/b9d0fd83bb8a147a,3.25,36,2.98,59,1.18,45,62,0.7,0
Jamie Yager,"6' 1""",--,Orthodox,29-Nov-83,http://ufcstats.com/fighter-details/85248da6e9e2f7e7,3.08,39,2.55,63,0,0,66,0,0
Josh Bryant,"5' 10""",--,Orthodox,23-Apr-80,http://ufcstats.com/fighter-details/01f022fa494188e2,1.1,20,6.1,43,0,0,0,0,0
James Hammortree,"6' 3""",--,Orthodox,29-Nov-83,http://ufcstats.com/fighter-details/1f77fce698e80488,1.93,30,4.13,44,2,50,100,1,0
Chuck Liddell,"6' 2""","76""",Orthodox,17-Dec-69,http://ufcstats.com/fighter-details/a390eb8a9b2df298,2.97,35,2.71,56,0.44,75,81,0,0
David Loiseau,"6' 0""","76""",Orthodox,17-Dec-79,http://ufcstats.com/fighter-details/22e47b53e4ceb27c,1.59,44,3.64,43,0.43,42,36,0.1,0
Jesse Lennox,"5' 9""","72""",Orthodox,10-Mar-82,http://ufcstats.com/fighter-details/3ae10ac4df3df05c,2.69,32,3.2,64,1.22,66,63,0.3,0
Dan Lauzon,"5' 10""",--,Orthodox,30-Mar-88,http://ufcstats.com/fighter-details/4c8d6fde2dde07c4,1.34,25,4.09,61,1.63,33,80,2.7,0
Joe Brammer,"5' 8""",--,Orthodox,23-Aug-83,http://ufcstats.com/fighter-details/013da757877044a2,2.15,31,2.8,56,0.81,50,50,0,0
Jesse Forbes,"6' 2""","75""",Southpaw,24-Oct-84,http://ufcstats.com/fighter-details/947eccadb72f4f6f,2.11,24,4.06,53,1.79,75,66,1.2,0
Paul Daley,"5' 9""","76""",Orthodox,21-Feb-83,http://ufcstats.com/fighter-details/23725c826c481e7f,3.14,47,2.37,60,0.91,40,64,0,0
Kevin Ferguson,"6' 2""","77""",Orthodox,08-Feb-74,http://ufcstats.com/fighter-details/27541033b97c076d,2.3,50,3.41,38,3.1,72,36,1.2,0
Jonathan Goulet,"6' 0""","73""",Orthodox,13-Jul-79,http://ufcstats.com/fighter-details/fb1538b46877a695,1.61,41,2.01,46,4.17,70,45,0.6,0
Yoshiyuki Yoshida,"5' 11""","70""",Southpaw,10-May-74,http://ufcstats.com/fighter-details/ab8900ae1f1dfd4c,0.85,36,3.67,36,1.41,28,25,2.8,0
Renzo Gracie,"5' 10""",--,Orthodox,11-Mar-67,http://ufcstats.com/fighter-details/aae0897825336b1a,1.71,41,1.67,55,1.13,20,40,0.8,0
Brad Blackburn,"5' 10""","73""",Orthodox,25-May-77,http://ufcstats.com/fighter-details/7e69a4b0961aa555,4.55,35,3.59,65,0.93,50,76,0.7,0
Matt Veach,"5' 11""",--,Orthodox,31-May-81,http://ufcstats.com/fighter-details/5731cc327790b731,1.12,28,4.91,44,3.64,38,100,1.5,0
Mostapha Al-Turk,"6' 2""","77""",Orthodox,14-Jul-73,http://ufcstats.com/fighter-details/1cf1310684a841f5,1.36,19,3.61,53,0,0,0,0,0
Nate Quarry,"6' 0""","72""",Open Stance,18-Mar-72,http://ufcstats.com/fighter-details/52cae54377b433b7,4.96,44,2.8,66,0.25,33,60,0,0
Ronys Torres,"5' 7""",--,Orthodox,13-Aug-75,http://ufcstats.com/fighter-details/cce79e827569f26e,0.87,26,1.93,57,4,47,16,0.5,0
Rob Emerson,"5' 9""","70""",Orthodox,30-Jul-81,http://ufcstats.com/fighter-details/dc0f07928009a127,2.5,30,2.83,64,2.02,52,65,0.4,0
Caol Uno,"5' 7""","70""",Southpaw,08-May-75,http://ufcstats.com/fighter-details/eb1723480fa2f96c,1.91,49,1.9,50,1.95,31,37,0.5,0
Lucio Linhares,"6' 2""",--,Orthodox,08-Dec-73,http://ufcstats.com/fighter-details/a780d16cf7eed44d,0.99,22,3.47,34,1.86,50,50,1.9,0
Rory Markham,"6' 0""","71""",Orthodox,25-Mar-82,http://ufcstats.com/fighter-details/23a16ebe733e3041,1.98,21,10.27,45,0,0,0,0,0
Paul Buentello,"6' 2""","77""",Orthodox,16-Jan-74,http://ufcstats.com/fighter-details/f0abbb6f3444dae7,3.29,45,3.83,52,0.19,33,39,0.4,0
Shannon Gugerty,"5' 10""","71""",Orthodox,30-Dec-81,http://ufcstats.com/fighter-details/9f1641c08cf8fbe2,1.25,39,1.88,58,2.13,27,50,3.4,0
Chase Gormley,"6' 3""",--,Orthodox,--,http://ufcstats.com/fighter-details/052ceb8976695342,3.6,42,6.03,44,3.12,42,0,1,0
Mark Coleman,"6' 1""","75""",Orthodox,20-Dec-64,http://ufcstats.com/fighter-details/21b8a0f5c231096f,1.88,52,2.62,40,3.89,40,50,0.8,0
Frank Trigg,"5' 9""","71""",Southpaw,07-May-72,http://ufcstats.com/fighter-details/d2d37e8eeb3abc8d,2.79,46,1.9,56,2.35,47,75,0.8,0
Justin Buchholz,"6' 0""","73""",Orthodox,22-Aug-83,http://ufcstats.com/fighter-details/231926533134ec1f,2.35,26,4.14,51,0,0,33,0.8,0
Rolles Gracie,"6' 4""",--,Orthodox,14-Jul-78,http://ufcstats.com/fighter-details/e4a9dbade7c7e1a7,2.3,32,3.38,55,2.3,10,0,0,0
Jay Silva,"6' 2""",--,Southpaw,--,http://ufcstats.com/fighter-details/53bb0d40905b87c0,1.13,34,3.07,40,0,0,38,1,0
Kyle Bradley,"5' 9""","71""",Orthodox,19-Aug-82,http://ufcstats.com/fighter-details/a6959da32f0e6b5d,1.99,40,3.45,58,0.65,50,40,0,0
Wilson Gouveia,"6' 1""","76""",Orthodox,03-Oct-78,http://ufcstats.com/fighter-details/af5b208e97f5d382,3.02,39,4.06,56,0.9,66,57,2.2,0
Shane Nelson,"5' 9""","70""",Southpaw,29-Nov-84,http://ufcstats.com/fighter-details/2db7fa8db6bc9632,1.38,31,2.84,61,1.31,18,54,1.6,0
Kevin Burns,"5' 10""","74""",Orthodox,03-Mar-80,http://ufcstats.com/fighter-details/a6d8bfe9e0c8153b,2.74,38,4.3,52,0.28,50,47,0.8,0
Houston Alexander,"6' 0""","72""",Orthodox,22-Mar-72,http://ufcstats.com/fighter-details/0541480fbf719d86,3.06,54,3.2,52,1.19,57,33,0,0
Marcus Jones,"6' 6""",--,Orthodox,15-Aug-73,http://ufcstats.com/fighter-details/8fa2b06572365321,1.94,52,2.71,58,8.71,75,0,2.9,0
Darrill Schoonover,"6' 2""",--,Orthodox,18-Jul-85,http://ufcstats.com/fighter-details/5a558ba1ff5e9121,1.2,33,4.35,38,0,0,50,1.1,0
Justin Wren,"6' 2""",--,Orthodox,27-Apr-87,http://ufcstats.com/fighter-details/e78f601035d677f2,3.43,35,2.07,64,0,0,100,0,0
Jake Rosholt,"6' 1""",--,Orthodox,09-Feb-82,http://ufcstats.com/fighter-details/4f2fcbefb668689d,2.68,53,2.33,49,6.51,68,0,1.8,0
Brock Larson,"5' 11""","71""",Southpaw,23-Aug-77,http://ufcstats.com/fighter-details/5eedbf1e9601be35,1.39,46,1.5,55,2.67,34,43,2,0
Jason Dent,"5' 10""","71""",Orthodox,12-Jun-80,http://ufcstats.com/fighter-details/fa8b9e6b0c2269f8,2.01,39,3.7,62,0,0,26,1.4,0
Denis Kang,"5' 11""","77""",Orthodox,17-Sep-77,http://ufcstats.com/fighter-details/3c241737a6069b9f,2.27,35,1.65,67,2.51,65,38,1.2,0
Rolando Delgado,"6' 3""","77""",Orthodox,22-Nov-81,http://ufcstats.com/fighter-details/37b1696e6d115957,1.56,40,1.83,62,1.17,22,0,3.5,0
Antoni Hardonk,"6' 4""","78""",Orthodox,05-Feb-76,http://ufcstats.com/fighter-details/69b69c0178c4004d,3.4,61,3.07,46,0,0,40,0.9,0
Razak Al-Hassan,"6' 2""",--,Orthodox,14-May-82,http://ufcstats.com/fighter-details/38b50fd1e1b5b656,3.27,39,3.14,60,0.65,14,57,0,0
Hermes Franca,"5' 6""","71""",Orthodox,26-Aug-74,http://ufcstats.com/fighter-details/e0ec3c3b6b611f7e,1.78,39,2.85,55,1.53,36,37,2.4,0
Drew McFedries,"6' 0""","72""",Southpaw,27-Jul-78,http://ufcstats.com/fighter-details/1fd4fbdcc67de844,5.13,51,4.56,52,1.42,100,56,0.7,0
Roger Huerta,"5' 9""","70""",Orthodox,20-May-83,http://ufcstats.com/fighter-details/daf1b84aebd6602b,3.64,36,2.33,56,2.13,46,52,0.5,0
Chris Wilson,"6' 1""","75""",Orthodox,07-Jun-77,http://ufcstats.com/fighter-details/a56607a451e4c70d,2.32,50,1.36,55,1.31,50,60,1.6,0
Justin McCully,"6' 1""","73""",Orthodox,18-Feb-76,http://ufcstats.com/fighter-details/75f871836d41f90f,1.58,37,2.02,46,1.28,44,43,0,0
Marcus Aurelio,"5' 10""","74""",Orthodox,18-Aug-73,http://ufcstats.com/fighter-details/04643fd03d9159cc,1.42,33,2.27,59,1.69,27,27,1.3,0
Dan Cramer,"6' 2""",--,Orthodox,31-Oct-85,http://ufcstats.com/fighter-details/480b702debcb5433,0.97,30,2.1,31,0,0,66,0.5,0
Danillo Villefort,"6' 1""",--,Orthodox,08-May-83,http://ufcstats.com/fighter-details/fd87b1bbfcde9d5e,2.86,37,2.4,68,1.71,66,33,1.7,0
Jake O'Brien,"6' 3""","76""",Orthodox,25-Sep-84,http://ufcstats.com/fighter-details/20bcc9966affb19c,1.31,31,1.92,69,6.39,54,25,0.2,0
Mike Ciesnolevicz,"6' 0""",--,Orthodox,28-Oct-79,http://ufcstats.com/fighter-details/51b0bb73a1da34bc,0.51,50,4.62,57,0,0,20,5.1,0
Frank Lester,"5' 11""",--,Orthodox,10-Jun-84,http://ufcstats.com/fighter-details/edd8d5d8089a35f8,2.18,36,3.82,53,0,0,0,0,0
Cameron Dollar,"5' 11""",--,Orthodox,12-May-87,http://ufcstats.com/fighter-details/3bbcd63a016d9715,5.04,38,2.94,61,0,0,0,0,0
Dale Hartt,"5' 10""","69""",Orthodox,04-Apr-79,http://ufcstats.com/fighter-details/058e4e08a1ad8aba,1.14,35,1.55,66,1.22,100,25,2.5,0
Denis Stojnic,"6' 0""",--,Orthodox,02-Feb-80,http://ufcstats.com/fighter-details/a421465acbe59c77,1.51,23,6.06,36,0,0,80,1,0
Xavier Foupa-Pokam,"6' 1""",--,Open Stance,03-Jul-82,http://ufcstats.com/fighter-details/ec33146e43e58933,1.47,43,2.5,49,0,0,16,0,0
Andre Gusmao,"6' 0""",--,Orthodox,19-May-77,http://ufcstats.com/fighter-details/cc300e9aa3063431,2.79,43,3.28,60,0,0,60,0,0
Brandon Wolff,"5' 9""",--,Orthodox,18-Oct-75,http://ufcstats.com/fighter-details/aa79d5399571068e,0.47,33,10.91,19,0,0,0,0,0
David Kaplan,"5' 7""",--,Orthodox,16-Nov-79,http://ufcstats.com/fighter-details/5669b828e7e11329,2.88,46,4.32,67,4.88,43,0,0.7,0
David Bielkheden,"5' 10""","71""",Orthodox,06-Jun-79,http://ufcstats.com/fighter-details/1efa064872f089d0,1.11,57,1.64,54,2.65,63,14,0,0
Ryo Chonan,"5' 9""","70""",Orthodox,08-Oct-76,http://ufcstats.com/fighter-details/55a7b2d4e54ffac9,2.57,43,2.25,60,0.61,41,39,0.3,0
Carmelo Marrero,"6' 0""","73""",Orthodox,26-Jan-81,http://ufcstats.com/fighter-details/aa03a3ca00ac6827,0.84,34,2.04,54,3.21,36,36,0.9,0
Junie Browning,"5' 9""",--,Orthodox,12-May-84,http://ufcstats.com/fighter-details/d74cba8566291bfa,3.76,48,1.76,66,3.53,66,0,3.5,0
Matt Horwich,"6' 1""",--,Orthodox,02-Oct-78,http://ufcstats.com/fighter-details/049d698d773eb3e1,1.11,62,2.16,38,0.33,9,28,2.7,0
Jesse Sanders,"6' 0""",--,Orthodox,--,http://ufcstats.com/fighter-details/59aaf2730b84698a,0,0,6.45,35,0,0,50,0,0
Nissen Osterneck,"6' 2""",--,Orthodox,01-May-81,http://ufcstats.com/fighter-details/d632d156c0549e07,3.15,58,2.9,41,0.63,12,42,1.3,0
Joe Vedepo,"6' 0""",--,Orthodox,--,http://ufcstats.com/fighter-details/d35c3ed553b71fa2,1.43,42,5.71,38,1.07,20,0,0,0
Tim McKenzie,"6' 0""","74""",Orthodox,21-Jul-82,http://ufcstats.com/fighter-details/9ca265dfe8323db3,1.37,54,2.96,44,0,0,28,2.1,0
Pete Sell,"5' 11""","75""",Orthodox,05-Aug-82,http://ufcstats.com/fighter-details/0359313549d230a1,2.6,42,3.65,51,0.91,21,47,0.9,0
Ryan Madigan,"6' 0""",--,Orthodox,--,http://ufcstats.com/fighter-details/a8d521d913df4e31,0,0,3.35,47,0,0,0,0,0
Jason Day,"6' 0""","72""",Orthodox,19-May-81,http://ufcstats.com/fighter-details/a6fd2173d5e2d7f0,3.61,54,3.46,47,1.13,100,0,0,0
Michael Patt,"6' 0""",--,Orthodox,--,http://ufcstats.com/fighter-details/83d0de122f2f9664,1.65,28,5.53,55,0,0,0,0,0
Brian Cobb,"5' 11""",--,Orthodox,--,http://ufcstats.com/fighter-details/3138fab619faf4d1,0,0,3.68,55,5.81,50,0,0,0
Per Eklund,"5' 10""","72""",Orthodox,--,http://ufcstats.com/fighter-details/58bc81376286b3d3,2.07,61,2.38,67,2.07,11,50,3.6,0
Neil Grove,"6' 6""",--,Orthodox,18-Jan-71,http://ufcstats.com/fighter-details/36a432f22144843e,0,0,0,0,0,0,100,14.3,0
Troy Mandaloniz,"5' 9""",--,Orthodox,01-Feb-80,http://ufcstats.com/fighter-details/725a834930c2b5bf,3.52,56,4.71,63,3.1,66,57,0,0
Luigi Fioravanti,"5' 8""","70""",Orthodox,22-Jan-81,http://ufcstats.com/fighter-details/9583662df31d943f,2.23,42,2.21,69,3.76,63,67,0.9,0
Rich Clementi,"5' 9""","72""",Southpaw,31-Mar-76,http://ufcstats.com/fighter-details/7d21de9c6d7c98b2,1.43,37,2.29,60,1.72,42,25,1.1,0
Derek Downey,"6' 1""",--,Orthodox,27-Apr-80,http://ufcstats.com/fighter-details/b05086131c6f5dc5,0.32,100,3.36,12,2.4,16,0,0,0
Steve Bruno,"5' 10""",--,Orthodox,03-Nov-81,http://ufcstats.com/fighter-details/2f3f12002564bb55,0.96,52,3.38,36,1.94,25,46,0.4,0
Akihiro Gono,"5' 7""","68""",Switch,07-Oct-74,http://ufcstats.com/fighter-details/b2acebbef8da14ea,2.18,48,2.67,63,1.01,84,46,0.5,0
Christian Wellisch,"6' 2""","77""",Orthodox,13-Sep-75,http://ufcstats.com/fighter-details/f1b2a4365799c48b,3.12,27,3.04,56,1.22,42,45,1.2,0
Matt Arroyo,"5' 10""","72""",Orthodox,01-Sep-82,http://ufcstats.com/fighter-details/de62052b2ede65ba,1.62,47,2.01,58,2.12,36,100,5.3,0
Jeremy Horn,"6' 1""","74""",Orthodox,25-Aug-75,http://ufcstats.com/fighter-details/8d26912cd2aeb366,1.19,39,1.99,55,1.83,38,29,1.1,0
Tom Egan,"5' 11""",--,Orthodox,--,http://ufcstats.com/fighter-details/eae4aec1a5a8ff01,0,0,3.91,50,0,0,28,0,0
Alexandre Barros,"5' 9""",--,Southpaw,19-Nov-76,http://ufcstats.com/fighter-details/8fd1f27e86661ede,0.98,40,4.05,36,1.84,50,100,0,0
Antonio Mendes,"6' 3""","77""",Southpaw,19-Apr-81,http://ufcstats.com/fighter-details/3795fca327cbcf23,1.34,47,6.85,22,2.51,50,100,0,0
Ivan Serati,"6' 0""",--,Orthodox,--,http://ufcstats.com/fighter-details/b23fca14c7b79935,0.86,26,5.33,29,0,0,0,0,0
Nate Mohr,"5' 9""","72""",Orthodox,03-Mar-83,http://ufcstats.com/fighter-details/04c15b52c3cc1cab,3.79,41,2.5,74,0.45,50,71,0,0
Dean Lister,"6' 1""","75""",Orthodox,13-Feb-76,http://ufcstats.com/fighter-details/68c6cd5287b473a7,1.26,35,1.89,61,1.58,15,50,1.1,0
Mike Wessel,"6' 0""",--,Orthodox,02-Dec-77,http://ufcstats.com/fighter-details/b51841e7c594090d,1.82,56,6.43,22,6.29,50,0,0,0
Reese Andy,"6' 0""",--,Orthodox,31-Mar-73,http://ufcstats.com/fighter-details/46e2ca71fd5089cb,2.87,50,3.5,58,0.67,20,40,0,0
Dan Evensen,"6' 3""",--,Orthodox,01-Jun-74,http://ufcstats.com/fighter-details/dd8aec6de7035943,0.27,10,3.86,38,0,0,0,4,0
Shane Primm,"6' 3""",--,Orthodox,30-Jul-84,http://ufcstats.com/fighter-details/5114f1b5ad4cdf72,0.83,26,2.25,62,1.78,20,0,0,0
Jules Bruchez,"6' 0""",--,Southpaw,16-Aug-77,http://ufcstats.com/fighter-details/d1dcd4e96464a53d,0.69,50,5.52,46,0,0,0,0,0
John Polakowski,"5' 10""",--,Orthodox,21-Jun-81,http://ufcstats.com/fighter-details/b18fb36a4aa00093,2.6,26,2.83,50,0,0,87,0.7,0
Nate Loughran,"6' 2""",--,Orthodox,28-Jul-80,http://ufcstats.com/fighter-details/cbf94e4c4af4ff6d,1.81,40,4.11,59,0,0,0,2.1,0
Brodie Farber,"6' 1""",--,Orthodox,05-Jul-80,http://ufcstats.com/fighter-details/91d73ee59347ac16,1.69,45,2.17,53,0.9,50,20,0.9,0
Johnny Rees,"6' 0""",--,Orthodox,21-Oct-82,http://ufcstats.com/fighter-details/3ba3b5cc94498437,3.29,64,0.84,47,1.15,25,50,0,0
Corey Hill,"6' 4""","80""",Orthodox,03-Oct-78,http://ufcstats.com/fighter-details/abbc737317f66b81,3.57,46,1.61,70,3.02,80,100,0,0
Eddie Sanchez,"6' 2""","74""",Orthodox,04-Nov-82,http://ufcstats.com/fighter-details/7f0b4a75ef3039a3,3.45,43,3.3,43,1.13,26,42,0,0
Josh Hendricks,"6' 2""",--,Southpaw,28-Aug-76,http://ufcstats.com/fighter-details/7649c4c95b824488,0.98,20,11.8,29,0,0,0,0,0
Jorge Gurgel,"5' 7""","69""",Orthodox,25-Jan-77,http://ufcstats.com/fighter-details/04d5718ed2661e8c,3.37,32,3.62,62,0.81,23,60,0.5,0
Alvin Robinson,"5' 9""","68""",Southpaw,16-Jul-82,http://ufcstats.com/fighter-details/cbe79765d44bd172,1.57,50,1.29,51,1.24,50,25,1.2,0
Ryan Thomas,"6' 0""",--,Orthodox,05-Nov-84,http://ufcstats.com/fighter-details/b732b326c362fb62,2.01,36,4.17,30,5.59,33,0,2.2,0
Rameau Thierry Sokoudjou,"5' 10""","78""",Orthodox,18-Apr-84,http://ufcstats.com/fighter-details/d1152823307d7e7c,2.26,45,2.61,56,1.93,47,78,0.9,0
Neil Wain,"5' 10""",--,Orthodox,--,http://ufcstats.com/fighter-details/6b7bc7eaf2465387,2.64,50,8.57,43,0,0,50,0,0
Jess Liaudin,"5' 9""","72""",Orthodox,--,http://ufcstats.com/fighter-details/a8aba6fd8a463043,2.46,51,2.76,41,3.28,53,30,1.6,0
David Baron,"5' 6""",--,Switch,15-Feb-73,http://ufcstats.com/fighter-details/80c0bed43da0e27b,1.17,30,2.1,56,0,0,14,0.7,0
Samy Schiavo,"5' 8""",--,Orthodox,24-Dec-75,http://ufcstats.com/fighter-details/1208ffc5be6e31ad,1.68,34,2.62,38,0.94,50,66,0.9,0
Brad Morris,"6' 2""",--,Orthodox,01-Nov-79,http://ufcstats.com/fighter-details/6803d4d6908354ac,0.5,62,6.95,27,0,0,0,0,0
Jason Lambert,"6' 3""","75""",Orthodox,03-Jun-75,http://ufcstats.com/fighter-details/5be86bb2f78fef2f,3.21,58,1.84,50,1.35,36,28,2.4,0
Heath Herring,"6' 4""","78""",Orthodox,02-Mar-78,http://ufcstats.com/fighter-details/7450525c7ba032a0,2.37,50,1.77,54,1.22,50,32,0.7,0
Luke Cummo,"6' 0""","74""",Orthodox,27-Apr-80,http://ufcstats.com/fighter-details/93ce4ac89e3d7652,1.74,43,1.5,59,0.89,55,42,1.4,0
Cale Yarbrough,"6' 1""",--,Orthodox,27-Dec-86,http://ufcstats.com/fighter-details/a0b91014e9d16a76,3.16,27,10,72,0,0,0,0,0
James Giboo,"5' 11""",--,Orthodox,06-Jan-78,http://ufcstats.com/fighter-details/f74e037b97917027,1.2,27,7.08,39,0,0,0,0,0
Evan Tanner,"6' 0""","74""",Orthodox,11-Feb-71,http://ufcstats.com/fighter-details/8f2d9ee27f206f1f,3.05,59,2.64,56,2.55,43,25,1.3,0
Dante Rivera,"6' 1""",--,Southpaw,08-Dec-74,http://ufcstats.com/fighter-details/288aaa8f82040e02,2.27,53,4,25,0,0,16,0,0
Marvin Eastman,"5' 9""","73""",Orthodox,08-Jun-71,http://ufcstats.com/fighter-details/05866d8c3a321856,2.21,35,3.92,42,1.38,33,81,0,0
Rob Yundt,"6' 1""",--,Orthodox,05-May-80,http://ufcstats.com/fighter-details/42078a86d3dd037b,1.37,41,2.55,31,2.94,100,0,0,0
Ivan Salaverry,"6' 0""",--,Orthodox,11-Jan-71,http://ufcstats.com/fighter-details/394f55ebca199124,3.01,47,1.19,76,0.49,18,36,2.5,0
Kazuhiro Nakamura,"5' 11""","70""",Orthodox,16-Jul-79,http://ufcstats.com/fighter-details/b034747dc1d15491,1.56,37,1.83,59,1.73,36,42,0.6,0
War Machine,"5' 11""",--,Orthodox,30-Nov-81,http://ufcstats.com/fighter-details/cd7bafbeee1f29a0,2.32,60,3.17,43,1.16,50,40,0,0
Jason Tan,"5' 10""",--,Orthodox,17-Dec-81,http://ufcstats.com/fighter-details/ad3041e61896b975,0.69,29,7.37,18,0,0,0,0,0
Travis Lutter,"5' 11""","75""",Orthodox,12-May-73,http://ufcstats.com/fighter-details/622f015c81a9b13a,0.41,32,2.42,42,1.95,24,30,0.7,0
Kalib Starnes,"6' 3""","74""",Orthodox,06-Jan-75,http://ufcstats.com/fighter-details/c8136ab8aa32c974,2.71,48,4.43,53,1.46,33,25,0.6,0
Charles McCarthy,"5' 10""","71""",Orthodox,06-Aug-80,http://ufcstats.com/fighter-details/da97d6c97d09c030,0.18,12,4.03,56,2.67,60,0,2.7,0
Kuniyoshi Hironaka,"5' 10""","70""",Orthodox,17-Jun-76,http://ufcstats.com/fighter-details/9d4522df6fc49a47,1.98,40,3.01,54,1.91,30,25,0.6,0
Din Thomas,"5' 9""",--,Orthodox,28-Sep-76,http://ufcstats.com/fighter-details/40a604761ca7d64d,1.85,37,2.6,59,1.38,52,76,1.2,0
Ryan Roberts,"5' 6""",--,Orthodox,16-Jul-78,http://ufcstats.com/fighter-details/35dc6220b113b7ec,0,0,22.5,45,0,0,0,0,0
Jeff Cox,"5' 10""",--,Orthodox,02-Aug-68,http://ufcstats.com/fighter-details/c9bbf1a0285a8076,0.56,25,1.69,33,4.23,50,80,0,0
Roman Mitichyan,"5' 10""",--,Orthodox,04-Sep-78,http://ufcstats.com/fighter-details/2961be02cfb0d2c1,0.26,16,2.7,43,1.93,100,25,1.9,0
Tommy Speer,"5' 10""","71""",Orthodox,20-Aug-84,http://ufcstats.com/fighter-details/1411c630ba711b64,2.56,51,5.12,35,2.02,33,33,0,0
John Halverson,"5' 9""",--,Southpaw,08-Sep-72,http://ufcstats.com/fighter-details/88c8f47241d90040,2.94,43,5.29,47,0,0,66,2,0
Tim Sylvia,"6' 8""","80""",Orthodox,05-Mar-76,http://ufcstats.com/fighter-details/2a542ee8a8b83559,4.23,41,2.61,61,0.11,100,75,0.1,0
David Heath,"5' 11""","72""",Orthodox,10-Feb-76,http://ufcstats.com/fighter-details/4f95f74620a6b7a4,1.48,30,5.16,49,0.33,50,57,1,0
Terry Martin,"5' 8""","71""",Orthodox,10-Oct-80,http://ufcstats.com/fighter-details/6a92caba39b64752,2.82,43,3.13,54,3.1,42,92,0,0
Alberto Crane,"5' 5""",--,Orthodox,14-Jul-76,http://ufcstats.com/fighter-details/25433871e4eee0f4,0.43,25,2.61,57,0,0,50,4,0
Joe Veres,"5' 7""",--,Orthodox,09-Nov-77,http://ufcstats.com/fighter-details/c6d8ae3b016d5ad5,0,0,5.55,27,0,0,0,0,0
Colin Robinson,"6' 4""",--,Orthodox,27-Nov-68,http://ufcstats.com/fighter-details/1a1a4d7a29041d77,6.19,69,7.91,37,2.58,100,50,5.2,0
James Lee,"5' 11""",--,Southpaw,22-Sep-73,http://ufcstats.com/fighter-details/863d06a7ef8bc98c,1.4,42,3.72,27,13.95,50,0,7,0
Jordan Radev,"5' 7""",--,Southpaw,28-Sep-76,http://ufcstats.com/fighter-details/45bc8f98d62bd096,1.35,23,2.38,66,0,0,80,0,0
Tony DeSouza,"6' 0""","70""",Southpaw,26-Jul-74,http://ufcstats.com/fighter-details/6ad9058b7c7898b0,1.12,52,1.57,41,2.25,42,40,1.5,0
Doug Evans,"5' 9""",--,Orthodox,10-Oct-80,http://ufcstats.com/fighter-details/d3de4a24f7eefac8,1.79,35,2.55,55,3.19,83,69,0.6,0
Jared Rollins,"5' 9""",--,Orthodox,26-Jan-77,http://ufcstats.com/fighter-details/c4b6099f0d25f75e,3.33,57,2.41,39,2.5,50,50,1.2,0
Billy Miles,"5' 10""",--,Orthodox,28-Apr-78,http://ufcstats.com/fighter-details/3c48019bc387b80c,0,0,1.25,33,0,0,0,0,0
Dan Barrera,"5' 9""",--,Orthodox,23-Dec-80,http://ufcstats.com/fighter-details/f12f979b657ab876,0.8,70,1.2,28,1,8,0,0,0
Richie Hightower,"5' 8""",--,Orthodox,26-Nov-74,http://ufcstats.com/fighter-details/318e629d1eb7aa49,4.62,35,6.92,21,3.46,100,100,0,0
John Kolosci,"5' 11""",--,Orthodox,26-Nov-74,http://ufcstats.com/fighter-details/5f6038bcdb95e3e4,0.21,20,0.85,50,0,0,0,0,0
Dorian Price,"6' 3""",--,Southpaw,20-Aug-77,http://ufcstats.com/fighter-details/ee4b670e159f4a33,0,0,0,0,0,0,0,0,0
Paul Georgieff,"6' 2""",--,Orthodox,22-Sep-82,http://ufcstats.com/fighter-details/2f1700b3a4a09bc7,2.55,40,2.34,35,0,0,0,0,0
